"treatment","women_pool","cond","pool","female_pick","base_gender","tech_pick","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","num_excluded_total"
1,1,"treat","women",1,3,0,"Sundar Pichai (CEO of Alphabet Inc.)","Tim Cook (CEO of Apple)","Phil Knight (Co-founder of Nike)","Carol Tomé (CEO of UPS)","Arianna Huffington (Founder of Thrive Global)","Kate Johnson (CEO of Lumen Technologies)","Sara Blakely (Founder of Spanx)","White / Caucasian","Man",35,52
0,1,"control","women",0,6,0,"Oprah Winfrey (Founder of OWN)","Jessica Alba (Founder of The Honest Company)","Michele Buck (CEO of Hershey)","Mary Barra (CEO of General Motors)","Arianna Huffington (Founder of Thrive Global)","Gail Boudreaux (CEO of Elevance Health)","Sundar Pichai (CEO of Alphabet Inc.)","White / Caucasian","Woman",47,52
1,0,"treat","men",0,1,0,"Warren Buffett (CEO of Berkshire Hathaway)","Jensen Huang (CEO of NVIDIA)","Bill Gates (Co-founder of Microsoft)","Tim Cook (CEO of Apple)","Mary Barra (CEO of General Motors)","Satya Nadella (CEO of Microsoft)","Jamie Dimon (CEO of JPMorgan Chase)","White / Caucasian","Woman",38,52
0,1,"control","women",1,6,0,"Jessica Alba (Founder of The Honest Company)","Sara Blakely (Founder of Spanx)","Leah Busque (Founder of TaskRabbit)","Julia Hartz (Co-founder of EventBrite)","Whitney Wolfe Herd (Founder of Bumble)","Arianna Huffington (Founder of Thrive Global)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Woman",37,52
1,0,"treat","men",1,0,0,"Tim Cook (CEO of Apple)","Bill Gates (Co-founder of Microsoft)","Mark Zuckerberg (Co-founder of Facebook)","Warren Buffett (CEO of Berkshire Hathaway)","Jamie Dimon (CEO of JPMorgan Chase)","Sundar Pichai (CEO of Alphabet Inc.)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Woman",30,52
0,0,"control","men",0,0,0,"Tim Cook (CEO of Apple)","Jeff Bezos (Founder of Amazon)","Bill Gates (Co-founder of Microsoft)","Mark Zuckerberg (Co-founder of Facebook)","Howard Schultz (Founder of Starbucks)","Larry Page (Co-founder of Google)","Jamie Dimon (CEO of JPMorgan Chase)","White / Caucasian","Man",32,52
1,1,"treat","women",1,3,0,"Jane Fraser (CEO of Citigroup)","Larry Page (Co-founder of Google)","Whitney Wolfe Herd (Founder of Bumble)","Tim Cook (CEO of Apple)","Carol Tomé (CEO of UPS)","Phil Knight (Co-founder of Nike)","Melanie Perkins (Founder of Canva)","White / Caucasian","Woman",34,52
1,1,"treat","women",1,5,0,"Whitney Wolfe Herd (Founder of Bumble)","Sara Blakely (Founder of Spanx)","Phil Knight (Co-founder of Nike)","Leah Busque (Founder of TaskRabbit)","Gail Boudreaux (CEO of Elevance Health)","Arianna Huffington (Founder of Thrive Global)","Kate Johnson (CEO of Lumen Technologies)","White / Caucasian","Man",46,52
0,1,"control","women",0,2,0,"Sundar Pichai (CEO of Alphabet Inc.)","Warren Buffett (CEO of Berkshire Hathaway)","Mary Barra (CEO of General Motors)","Lisa Su (CEO of AMD)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Phil Knight (Co-founder of Nike)","Black or African American","Man",31,52
0,0,"control","men",1,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Andy Jassy (CEO of Amazon)","Leah Busque (Founder of TaskRabbit)","Jensen Huang (CEO of NVIDIA)","Whitney Wolfe Herd (Founder of Bumble)","Richard Branson (Founder of Virgin Group)","Lisa Su (CEO of AMD)","White / Caucasian","Man",49,52
1,1,"treat","women",0,3,0,"Daymond John (Founder of FUBU)","Michele Buck (CEO of Hershey)","Larry Page (Co-founder of Google)","Jane Fraser (CEO of Citigroup)","Mary Barra (CEO of General Motors)","Phil Knight (Co-founder of Nike)","Warren Buffett (CEO of Berkshire Hathaway)","Black or African American","Woman",42,52
0,1,"control","women",1,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Michele Buck (CEO of Hershey)","Larry Page (Co-founder of Google)","Sara Blakely (Founder of Spanx)","Mary Barra (CEO of General Motors)","Carol Tomé (CEO of UPS)","White / Caucasian","Woman",52,52
1,0,"treat","men",0,0,0,"Tim Cook (CEO of Apple)","Michael Bloomberg (Co-founder of Bloomberg LP)","Jeff Bezos (Founder of Amazon)","Brian Moynihan (CEO of Bank of America)","Warren Buffett (CEO of Berkshire Hathaway)","Howard Schultz (Founder of Starbucks)","Phil Knight (Co-founder of Nike)","Hispanic / Latinx","Man",40,52
1,0,"treat","men",0,3,0,"Jane Fraser (CEO of Citigroup)","Jensen Huang (CEO of NVIDIA)","Whitney Wolfe Herd (Founder of Bumble)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Lisa Su (CEO of AMD)","Tim Cook (CEO of Apple)","White / Caucasian","Woman",42,52
0,1,"control","women",0,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Lisa Su (CEO of AMD)","Sundar Pichai (CEO of Alphabet Inc.)","Tim Cook (CEO of Apple)","Jane Fraser (CEO of Citigroup)","Phil Knight (Co-founder of Nike)","Black or African American","Man",31,52
0,0,"control","men",1,1,0,"Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Mary Barra (CEO of General Motors)","Jensen Huang (CEO of NVIDIA)","Satya Nadella (CEO of Microsoft)","Warren Buffett (CEO of Berkshire Hathaway)","Whitney Wolfe Herd (Founder of Bumble)","Asian / Pacific Islander","Man",58,52
0,1,"control","women",0,3,0,"Tim Cook (CEO of Apple)","Oprah Winfrey (Founder of OWN)","Arianna Huffington (Founder of Thrive Global)","Warren Buffett (CEO of Berkshire Hathaway)","Phil Knight (Co-founder of Nike)","Jessica Alba (Founder of The Honest Company)","Larry Page (Co-founder of Google)","White / Caucasian","Man",44,52
1,1,"treat","women",1,4,0,"Julia Hartz (Co-founder of EventBrite)","Arianna Huffington (Founder of Thrive Global)","Linda Yaccarino (CEO of X)","Mary Barra (CEO of General Motors)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Woman",21,52
1,0,"treat","men",0,0,0,"Andy Jassy (CEO of Amazon)","Jamie Dimon (CEO of JPMorgan Chase)","Larry Page (Co-founder of Google)","Michael Bloomberg (Co-founder of Bloomberg LP)","Satya Nadella (CEO of Microsoft)","Sundar Pichai (CEO of Alphabet Inc.)","Phil Knight (Co-founder of Nike)","White / Caucasian","Woman",74,52
0,0,"control","men",0,0,0,"Warren Buffett (CEO of Berkshire Hathaway)","Jeff Bezos (Founder of Amazon)","Bill Gates (Co-founder of Microsoft)","Jamie Dimon (CEO of JPMorgan Chase)","Jensen Huang (CEO of NVIDIA)","Richard Branson (Founder of Virgin Group)","Michael Bloomberg (Co-founder of Bloomberg LP)","White / Caucasian","Man",39,52
0,0,"control","men",1,0,0,"Howard Schultz (Founder of Starbucks)","Bill Gates (Co-founder of Microsoft)","Larry Page (Co-founder of Google)","Daymond John (Founder of FUBU)","Phil Knight (Co-founder of Nike)","Tim Cook (CEO of Apple)","Whitney Wolfe Herd (Founder of Bumble)","Black or African American","Woman",40,52
1,0,"treat","men",1,1,0,"Phil Knight (Co-founder of Nike)","Sundar Pichai (CEO of Alphabet Inc.)","Lisa Su (CEO of AMD)","Jensen Huang (CEO of NVIDIA)","Larry Page (Co-founder of Google)","Jamie Dimon (CEO of JPMorgan Chase)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Man",65,52
0,1,"control","women",1,5,0,"Arianna Huffington (Founder of Thrive Global)","Larry Page (Co-founder of Google)","Jessica Alba (Founder of The Honest Company)","Michele Buck (CEO of Hershey)","Whitney Wolfe Herd (Founder of Bumble)","Gail Boudreaux (CEO of Elevance Health)","Kate Johnson (CEO of Lumen Technologies)","White / Caucasian","Woman",69,52
1,1,"treat","women",1,3,0,"Carol Tomé (CEO of UPS)","Larry Page (Co-founder of Google)","Linda Yaccarino (CEO of X)","Phil Knight (Co-founder of Nike)","Michele Buck (CEO of Hershey)","Tim Cook (CEO of Apple)","Jessica Alba (Founder of The Honest Company)","White / Caucasian","Woman",34,52
0,1,"control","women",1,3,0,"Carol Tomé (CEO of UPS)","Tim Cook (CEO of Apple)","Sara Blakely (Founder of Spanx)","Daymond John (Founder of FUBU)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Woman",62,52
1,0,"treat","men",0,1,0,"Bill Gates (Co-founder of Microsoft)","Lisa Su (CEO of AMD)","Jensen Huang (CEO of NVIDIA)","Andy Jassy (CEO of Amazon)","Larry Page (Co-founder of Google)","Sundar Pichai (CEO of Alphabet Inc.)","Phil Knight (Co-founder of Nike)","Asian / Pacific Islander","Woman",24,52
0,0,"control","men",0,0,0,"Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Mark Zuckerberg (Co-founder of Facebook)","Tim Cook (CEO of Apple)","Satya Nadella (CEO of Microsoft)","Phil Knight (Co-founder of Nike)","Daymond John (Founder of FUBU)","Hispanic / Latinx","Man",25,52
0,0,"control","men",0,3,0,"Bill Gates (Co-founder of Microsoft)","Richard Branson (Founder of Virgin Group)","Michael Bloomberg (Co-founder of Bloomberg LP)","Mary Barra (CEO of General Motors)","Kendra Scott (Founder of Kendra Scott)","Jane Fraser (CEO of Citigroup)","Phil Knight (Co-founder of Nike)","White / Caucasian","Woman",68,52
1,1,"treat","women",0,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Oprah Winfrey (Founder of OWN)","Larry Page (Co-founder of Google)","Jane Fraser (CEO of Citigroup)","Sara Blakely (Founder of Spanx)","Tim Cook (CEO of Apple)","Sundar Pichai (CEO of Alphabet Inc.)","White / Caucasian","Man",57,52
1,1,"treat","women",1,2,0,"Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Lisa Su (CEO of AMD)","Phil Knight (Co-founder of Nike)","Warren Buffett (CEO of Berkshire Hathaway)","Melanie Perkins (Founder of Canva)","Arianna Huffington (Founder of Thrive Global)","White / Caucasian","Man",34,52
1,0,"treat","men",1,0,0,"Bill Gates (Co-founder of Microsoft)","Larry Page (Co-founder of Google)","Richard Branson (Founder of Virgin Group)","Jamie Dimon (CEO of JPMorgan Chase)","Jensen Huang (CEO of NVIDIA)","Warren Buffett (CEO of Berkshire Hathaway)","Whitney Wolfe Herd (Founder of Bumble)","White / Caucasian","Man",33,52
0,0,"control","men",0,0,0,"Andy Jassy (CEO of Amazon)","Bill Gates (Co-founder of Microsoft)","Jensen Huang (CEO of NVIDIA)","Michael Bloomberg (Co-founder of Bloomberg LP)","Warren Buffett (CEO of Berkshire Hathaway)","Jeff Bezos (Founder of Amazon)","Larry Page (Co-founder of Google)","White / Caucasian","Woman",48,52
1,0,"treat","men",0,0,0,"Warren Buffett (CEO of Berkshire Hathaway)","Bill Gates (Co-founder of Microsoft)","Michael Bloomberg (Co-founder of Bloomberg LP)","Phil Knight (Co-founder of Nike)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Jensen Huang (CEO of NVIDIA)","Asian / Pacific Islander","Man",23,52
0,1,"control","women",0,5,0,"Jessica Alba (Founder of The Honest Company)","Kendra Scott (Founder of Kendra Scott)","Arianna Huffington (Founder of Thrive Global)","Melanie Perkins (Founder of Canva)","Mary Barra (CEO of General Motors)","Sundar Pichai (CEO of Alphabet Inc.)","Larry Page (Co-founder of Google)","Black or African American","Man",31,52
1,1,"treat","women",1,1,0,"Tim Cook (CEO of Apple)","Daymond John (Founder of FUBU)","Larry Page (Co-founder of Google)","Phil Knight (Co-founder of Nike)","Warren Buffett (CEO of Berkshire Hathaway)","Mary Barra (CEO of General Motors)","Carol Tomé (CEO of UPS)","American Indian or Alaskan Native","Man",31,52
0,0,"control","men",0,2,0,"Lloyd Blankfein (Former CEO of Goldman Sachs)","Jensen Huang (CEO of NVIDIA)","Howard Schultz (Founder of Starbucks)","Mary Barra (CEO of General Motors)","Tim Cook (CEO of Apple)","Lisa Su (CEO of AMD)","Larry Page (Co-founder of Google)","White / Caucasian","Woman",33,52
1,1,"treat","women",0,3,0,"Larry Page (Co-founder of Google)","Michele Buck (CEO of Hershey)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Melanie Perkins (Founder of Canva)","Oprah Winfrey (Founder of OWN)","Phil Knight (Co-founder of Nike)","White / Caucasian","Man",28,52
1,0,"treat","men",1,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Mary Barra (CEO of General Motors)","Howard Schultz (Founder of Starbucks)","Larry Page (Co-founder of Google)","Kendra Scott (Founder of Kendra Scott)","Phil Knight (Co-founder of Nike)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Man",41,52
0,0,"control","men",0,2,0,"Leah Busque (Founder of TaskRabbit)","Mary Barra (CEO of General Motors)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Bill Gates (Co-founder of Microsoft)","Jamie Dimon (CEO of JPMorgan Chase)","Michael Bloomberg (Co-founder of Bloomberg LP)","White / Caucasian","Woman",60,52
0,1,"control","women",1,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Carol Tomé (CEO of UPS)","Tim Cook (CEO of Apple)","Melanie Perkins (Founder of Canva)","Sundar Pichai (CEO of Alphabet Inc.)","Jessica Alba (Founder of The Honest Company)","White / Caucasian","Woman",22,52
1,0,"treat","men",1,0,0,"Howard Schultz (Founder of Starbucks)","Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Phil Knight (Co-founder of Nike)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Woman",24,52
0,1,"control","women",0,3,0,"Julia Hartz (Co-founder of EventBrite)","Gail Boudreaux (CEO of Elevance Health)","Christine Leahy (CEO of CDW)","Daymond John (Founder of FUBU)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Phil Knight (Co-founder of Nike)","White / Caucasian","Man",25,52
1,1,"treat","women",0,5,0,"Arianna Huffington (Founder of Thrive Global)","Kate Johnson (CEO of Lumen Technologies)","Gail Boudreaux (CEO of Elevance Health)","Sundar Pichai (CEO of Alphabet Inc.)","Julia Hartz (Co-founder of EventBrite)","Jessica Alba (Founder of The Honest Company)","Tim Cook (CEO of Apple)","White / Caucasian","Woman",39,52
0,1,"control","women",0,3,0,"Oprah Winfrey (Founder of OWN)","Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Jane Fraser (CEO of Citigroup)","Sundar Pichai (CEO of Alphabet Inc.)","Arianna Huffington (Founder of Thrive Global)","Larry Page (Co-founder of Google)","White / Caucasian","Man",38,52
0,0,"control","men",1,1,0,"Howard Schultz (Founder of Starbucks)","Jensen Huang (CEO of NVIDIA)","Sundar Pichai (CEO of Alphabet Inc.)","Whitney Wolfe Herd (Founder of Bumble)","Jeff Bezos (Founder of Amazon)","Tim Cook (CEO of Apple)","Mary Barra (CEO of General Motors)","Asian / Pacific Islander","Woman",23,52
0,0,"control","men",1,0,0,"Bill Gates (Co-founder of Microsoft)","Jensen Huang (CEO of NVIDIA)","Michael Bloomberg (Co-founder of Bloomberg LP)","Warren Buffett (CEO of Berkshire Hathaway)","Jeff Bezos (Founder of Amazon)","Howard Schultz (Founder of Starbucks)","Leah Busque (Founder of TaskRabbit)","Asian / Pacific Islander","Man",36,52
0,1,"control","women",1,3,0,"Arianna Huffington (Founder of Thrive Global)","Jessica Alba (Founder of The Honest Company)","Phil Knight (Co-founder of Nike)","Whitney Wolfe Herd (Founder of Bumble)","Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Man",36,52
1,1,"treat","women",1,2,0,"Lisa Su (CEO of AMD)","Tim Cook (CEO of Apple)","Sundar Pichai (CEO of Alphabet Inc.)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Jane Fraser (CEO of Citigroup)","Mary Barra (CEO of General Motors)","White / Caucasian","Man",47,52
1,0,"treat","men",1,0,0,"Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Jensen Huang (CEO of NVIDIA)","Tim Cook (CEO of Apple)","Andy Jassy (CEO of Amazon)","Brian Moynihan (CEO of Bank of America)","Kendra Scott (Founder of Kendra Scott)","Hispanic / Latinx","Man",23,52
0,1,"control","women",1,3,0,"Lisa Su (CEO of AMD)","Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Carol Tomé (CEO of UPS)","Linda Yaccarino (CEO of X)","Phil Knight (Co-founder of Nike)","Jessica Alba (Founder of The Honest Company)","Asian / Pacific Islander","Man",30,52
0,0,"control","men",0,1,0,"Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Sundar Pichai (CEO of Alphabet Inc.)","Lisa Su (CEO of AMD)","Jensen Huang (CEO of NVIDIA)","Phil Knight (Co-founder of Nike)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Asian / Pacific Islander","Woman",26,52
1,0,"treat","men",1,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Whitney Wolfe Herd (Founder of Bumble)","Leah Busque (Founder of TaskRabbit)","Mary Barra (CEO of General Motors)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Daymond John (Founder of FUBU)","Lisa Su (CEO of AMD)","White / Caucasian","Woman",58,52
1,1,"treat","women",1,5,0,"Linda Yaccarino (CEO of X)","Mary Barra (CEO of General Motors)","Michele Buck (CEO of Hershey)","Carol Tomé (CEO of UPS)","Sara Blakely (Founder of Spanx)","Warren Buffett (CEO of Berkshire Hathaway)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Man",54,52
0,1,"control","women",1,4,0,"Jessica Alba (Founder of The Honest Company)","Michele Buck (CEO of Hershey)","Tim Cook (CEO of Apple)","Oprah Winfrey (Founder of OWN)","Larry Page (Co-founder of Google)","Melanie Perkins (Founder of Canva)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Woman",37,52
1,1,"treat","women",1,6,0,"Mary Barra (CEO of General Motors)","Whitney Wolfe Herd (Founder of Bumble)","Julia Hartz (Co-founder of EventBrite)","Gail Boudreaux (CEO of Elevance Health)","Jane Fraser (CEO of Citigroup)","Jessica Alba (Founder of The Honest Company)","Christine Leahy (CEO of CDW)","White / Caucasian","Woman",29,52
0,0,"control","men",1,2,0,"Jeff Bezos (Founder of Amazon)","Tim Cook (CEO of Apple)","Mark Zuckerberg (Co-founder of Facebook)","Larry Page (Co-founder of Google)","Kendra Scott (Founder of Kendra Scott)","Jane Fraser (CEO of Citigroup)","Mary Barra (CEO of General Motors)","White / Caucasian","Woman",50,52
1,0,"treat","men",0,1,0,"Bill Gates (Co-founder of Microsoft)","Tim Cook (CEO of Apple)","Mark Zuckerberg (Co-founder of Facebook)","Jeff Bezos (Founder of Amazon)","Kendra Scott (Founder of Kendra Scott)","Satya Nadella (CEO of Microsoft)","Howard Schultz (Founder of Starbucks)","White / Caucasian","Woman",31,52
0,1,"control","women",0,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Jane Fraser (CEO of Citigroup)","Carol Tomé (CEO of UPS)","Michele Buck (CEO of Hershey)","Tim Cook (CEO of Apple)","Phil Knight (Co-founder of Nike)","White / Caucasian","Man",29,52
1,0,"treat","men",1,4,0,"Whitney Wolfe Herd (Founder of Bumble)","Kendra Scott (Founder of Kendra Scott)","Leah Busque (Founder of TaskRabbit)","Michael Bloomberg (Co-founder of Bloomberg LP)","Mary Barra (CEO of General Motors)","Satya Nadella (CEO of Microsoft)","Lisa Su (CEO of AMD)","White / Caucasian","Woman",50,52
1,1,"treat","women",1,4,0,"Phil Knight (Co-founder of Nike)","Larry Page (Co-founder of Google)","Michele Buck (CEO of Hershey)","Melanie Perkins (Founder of Canva)","Carol Tomé (CEO of UPS)","Lisa Su (CEO of AMD)","Kate Johnson (CEO of Lumen Technologies)","Asian / Pacific Islander","Man",21,52
0,0,"control","men",0,0,0,"Jeff Bezos (Founder of Amazon)","Larry Page (Co-founder of Google)","Mark Zuckerberg (Co-founder of Facebook)","Jamie Dimon (CEO of JPMorgan Chase)","Michael Bloomberg (Co-founder of Bloomberg LP)","Sundar Pichai (CEO of Alphabet Inc.)","Warren Buffett (CEO of Berkshire Hathaway)","White / Caucasian","Man",55,52
1,0,"treat","men",1,0,0,"Warren Buffett (CEO of Berkshire Hathaway)","Bill Gates (Co-founder of Microsoft)","Phil Knight (Co-founder of Nike)","Tim Cook (CEO of Apple)","Jeff Bezos (Founder of Amazon)","Jensen Huang (CEO of NVIDIA)","Lisa Su (CEO of AMD)","Hispanic / Latinx","Man",35,52
1,1,"treat","women",1,2,0,"Linda Yaccarino (CEO of X)","Lisa Su (CEO of AMD)","Sundar Pichai (CEO of Alphabet Inc.)","Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Man",39,52
0,1,"control","women",0,3,0,"Jane Fraser (CEO of Citigroup)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Michele Buck (CEO of Hershey)","Daymond John (Founder of FUBU)","Mary Barra (CEO of General Motors)","Phil Knight (Co-founder of Nike)","White / Caucasian","Man",56,52
1,0,"treat","men",0,0,0,"Warren Buffett (CEO of Berkshire Hathaway)","Richard Branson (Founder of Virgin Group)","Jeff Bezos (Founder of Amazon)","Phil Knight (Co-founder of Nike)","Bill Gates (Co-founder of Microsoft)","Michael Bloomberg (Co-founder of Bloomberg LP)","Jensen Huang (CEO of NVIDIA)","White / Caucasian","Man",47,52
1,1,"treat","women",1,4,0,"Carol Tomé (CEO of UPS)","Melanie Perkins (Founder of Canva)","Julia Hartz (Co-founder of EventBrite)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Whitney Wolfe Herd (Founder of Bumble)","Arianna Huffington (Founder of Thrive Global)","White / Caucasian","Woman",30,52
0,0,"control","men",0,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Mary Barra (CEO of General Motors)","Leah Busque (Founder of TaskRabbit)","Howard Schultz (Founder of Starbucks)","Satya Nadella (CEO of Microsoft)","Phil Knight (Co-founder of Nike)","Jamie Dimon (CEO of JPMorgan Chase)","American Indian or Alaskan Native","Woman",47,52
0,1,"control","women",0,5,0,"Jessica Alba (Founder of The Honest Company)","Michele Buck (CEO of Hershey)","Leah Busque (Founder of TaskRabbit)","Kate Johnson (CEO of Lumen Technologies)","Sara Blakely (Founder of Spanx)","Tim Cook (CEO of Apple)","Daymond John (Founder of FUBU)","White / Caucasian","Man",39,52
0,0,"control","men",1,0,0,"Bill Gates (Co-founder of Microsoft)","Jensen Huang (CEO of NVIDIA)","Mark Zuckerberg (Co-founder of Facebook)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Jeff Bezos (Founder of Amazon)","Lisa Su (CEO of AMD)","White / Caucasian","Man",48,52
1,1,"treat","women",0,5,0,"Oprah Winfrey (Founder of OWN)","Jessica Alba (Founder of The Honest Company)","Whitney Wolfe Herd (Founder of Bumble)","Tim Cook (CEO of Apple)","Jane Fraser (CEO of Citigroup)","Julia Hartz (Co-founder of EventBrite)","Larry Page (Co-founder of Google)","White / Caucasian","Woman",39,52
0,1,"control","women",1,4,0,"Jessica Alba (Founder of The Honest Company)","Lisa Su (CEO of AMD)","Mary Barra (CEO of General Motors)","Sundar Pichai (CEO of Alphabet Inc.)","Warren Buffett (CEO of Berkshire Hathaway)","Jane Fraser (CEO of Citigroup)","Melanie Perkins (Founder of Canva)","White / Caucasian","Man",52,52
1,0,"treat","men",0,3,0,"Whitney Wolfe Herd (Founder of Bumble)","Leah Busque (Founder of TaskRabbit)","Kendra Scott (Founder of Kendra Scott)","Bill Gates (Co-founder of Microsoft)","Jensen Huang (CEO of NVIDIA)","Warren Buffett (CEO of Berkshire Hathaway)","Phil Knight (Co-founder of Nike)","White / Caucasian","Woman",31,52
1,0,"treat","men",0,4,0,"Mary Barra (CEO of General Motors)","Kendra Scott (Founder of Kendra Scott)","Jensen Huang (CEO of NVIDIA)","Lisa Su (CEO of AMD)","Sundar Pichai (CEO of Alphabet Inc.)","Whitney Wolfe Herd (Founder of Bumble)","Brian Moynihan (CEO of Bank of America)","White / Caucasian","Man",45,52
1,1,"treat","women",1,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Sundar Pichai (CEO of Alphabet Inc.)","Tim Cook (CEO of Apple)","Phil Knight (Co-founder of Nike)","Christine Leahy (CEO of CDW)","Carol Tomé (CEO of UPS)","Lisa Su (CEO of AMD)","White / Caucasian","Man",45,52
0,0,"control","men",0,0,0,"Tim Cook (CEO of Apple)","Phil Knight (Co-founder of Nike)","Mark Zuckerberg (Co-founder of Facebook)","Michael Bloomberg (Co-founder of Bloomberg LP)","Howard Schultz (Founder of Starbucks)","Jeff Bezos (Founder of Amazon)","Bill Gates (Co-founder of Microsoft)","White / Caucasian","Man",23,52
0,1,"control","women",0,4,0,"Daymond John (Founder of FUBU)","Kendra Scott (Founder of Kendra Scott)","Melanie Perkins (Founder of Canva)","Oprah Winfrey (Founder of OWN)","Phil Knight (Co-founder of Nike)","Sara Blakely (Founder of Spanx)","Larry Page (Co-founder of Google)","White / Caucasian","Woman",35,52
0,0,"control","men",1,2,0,"Daymond John (Founder of FUBU)","Jensen Huang (CEO of NVIDIA)","Phil Knight (Co-founder of Nike)","Jamie Dimon (CEO of JPMorgan Chase)","Lisa Su (CEO of AMD)","Whitney Wolfe Herd (Founder of Bumble)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Woman",36,52
0,0,"control","men",0,0,0,"Warren Buffett (CEO of Berkshire Hathaway)","Jensen Huang (CEO of NVIDIA)","Sundar Pichai (CEO of Alphabet Inc.)","Howard Schultz (Founder of Starbucks)","Jeff Bezos (Founder of Amazon)","Richard Branson (Founder of Virgin Group)","Bill Gates (Co-founder of Microsoft)","White / Caucasian","Man",46,52
1,1,"treat","women",0,5,0,"Arianna Huffington (Founder of Thrive Global)","Larry Page (Co-founder of Google)","Lisa Su (CEO of AMD)","Oprah Winfrey (Founder of OWN)","Sara Blakely (Founder of Spanx)","Jessica Alba (Founder of The Honest Company)","Warren Buffett (CEO of Berkshire Hathaway)","White / Caucasian","Man",52,52
0,1,"control","women",1,5,0,"Melanie Perkins (Founder of Canva)","Leah Busque (Founder of TaskRabbit)","Tim Cook (CEO of Apple)","Linda Yaccarino (CEO of X)","Jane Fraser (CEO of Citigroup)","Whitney Wolfe Herd (Founder of Bumble)","Carol Tomé (CEO of UPS)","White / Caucasian","Woman",29,52
1,0,"treat","men",0,0,0,"Andy Jassy (CEO of Amazon)","Howard Schultz (Founder of Starbucks)","Jeff Bezos (Founder of Amazon)","Mark Zuckerberg (Co-founder of Facebook)","Richard Branson (Founder of Virgin Group)","Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","White / Caucasian","Man",48,52
1,1,"treat","women",0,4,0,"Whitney Wolfe Herd (Founder of Bumble)","Tim Cook (CEO of Apple)","Melanie Perkins (Founder of Canva)","Carol Tomé (CEO of UPS)","Michele Buck (CEO of Hershey)","Larry Page (Co-founder of Google)","Phil Knight (Co-founder of Nike)","White / Caucasian","Woman",34,52
