"gender_feedback","budget_shown","year_shown","poli_shown","female_pick","budget_pick","year_pick","poli_pick","gender","base_gender","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","age","gender_code","race_code"
0,1,1,1,1,0,1,1,"Woman",0,"Lincoln","Oppenheimer","A Beautiful Day in the Neighborhood","JFK","J. Edgar","Jobs","On The Basis of Sex","Black or African American",25,0,0
0,1,1,1,1,1,0,1,"Man",2,"Coco Before Chanel","Hitchcock","Chaplin","The Iron Lady","Amadeus","The Darkest Hour","Marie Antoinette","White / Caucasian",52,1,1
0,1,1,1,0,1,1,0,"Woman",2,"The Doors","Judy","The Aviator","Moneyball","On The Basis of Sex","A Beautiful Day in the Neighborhood","Oppenheimer","White / Caucasian",35,0,1
0,1,1,1,0,1,1,1,"Woman",1,"Marie Antoinette","The Aviator","Moneyball","A Beautiful Mind","W. A Life Misunderstood","JFK","Lincoln","White / Caucasian",36,0,1
1,1,1,0,0,0,1,0,"Woman",1,"Moneyball","Marie Antoinette","Oppenheimer","Braveheart","A Beautiful Mind","The Aviator","Tolkien","White / Caucasian",38,0,1
0,1,1,1,1,0,1,1,"Woman",1,"Oppenheimer","Braveheart","Lincoln","On The Basis of Sex","Amadeus","Hitchcock","The Iron Lady","White / Caucasian",44,0,1
1,1,0,1,1,1,0,1,"Man",0,"Amadeus","The Imitation Game","Braveheart","The Aviator","Jobs","Oppenheimer","Marie Antoinette","Asian / Pacific Islander",33,1,0
1,0,1,1,0,0,1,0,"Woman",1,"Oppenheimer","Lincoln","Marie Antoinette","Jobs","Nixon","The Darkest Hour","Hitchcock","Asian / Pacific Islander",39,0,0
0,1,1,1,0,0,1,0,"Woman",3,"On The Basis of Sex","The Doors","Judy","Coco Before Chanel","Jobs","A Beautiful Mind","Hitchcock","White / Caucasian",62,0,1
0,1,1,1,0,0,1,0,"Woman",1,"Tolkien","Amadeus","Hitchcock","Judy","JFK","Chaplin","A Beautiful Day in the Neighborhood","White / Caucasian",47,0,1
1,1,1,0,1,0,0,0,"Man",2,"Oppenheimer","Tolkien","Jobs","Braveheart","The Iron Lady","On The Basis of Sex","Coco Before Chanel","Hispanic / Latinx",32,1,0
1,0,1,1,1,0,1,1,"Man",0,"Nixon","Lincoln","The Darkest Hour","J. Edgar","Amadeus","JFK","On The Basis of Sex","White / Caucasian",73,1,1
1,0,1,1,0,1,1,0,"Man",2,"On The Basis of Sex","Jobs","The Aviator","Tolkien","Oppenheimer","Marie Antoinette","Moneyball","White / Caucasian",39,1,1
0,1,1,1,0,0,1,0,"Woman",1,"On The Basis of Sex","The Darkest Hour","The Imitation Game","Oppenheimer","Lincoln","Braveheart","A Beautiful Day in the Neighborhood","Black or African American",75,0,0
1,1,1,0,0,1,1,0,"Woman",1,"Marie Antoinette","Lincoln","The Imitation Game","Chaplin","A Beautiful Mind","The Darkest Hour","Oppenheimer","White / Caucasian",42,0,1
1,1,1,0,1,1,0,1,"Woman",1,"On The Basis of Sex","A Beautiful Mind","J. Edgar","Capote","Oppenheimer","The Imitation Game","Marie Antoinette","White / Caucasian",55,0,1
1,1,1,0,0,0,1,0,"Man",3,"A Beautiful Mind","Amadeus","The Iron Lady","Oppenheimer","Coco Before Chanel","Judy","Hitchcock","Black or African American",33,1,0
0,1,1,1,1,0,1,0,"Woman",0,"Lincoln","Chaplin","J. Edgar","Amadeus","The Aviator","W. A Life Misunderstood","Judy","Black or African American",70,0,0
1,0,1,1,0,0,1,0,"Woman",2,"On The Basis of Sex","Coco Before Chanel","The Imitation Game","The Aviator","Lincoln","Moneyball","Hitchcock","White / Caucasian",58,0,1
1,0,1,1,0,1,1,0,"Man",0,"Nixon","Lincoln","J. Edgar","The Darkest Hour","Moneyball","The Imitation Game","Oppenheimer","White / Caucasian",49,1,1
1,1,1,0,0,1,0,1,"Woman",4,"The Imitation Game","Coco Before Chanel","Marie Antoinette","The Iron Lady","Judy","Jobs","JFK","White / Caucasian",33,0,1
0,1,1,1,0,1,0,1,"Woman",1,"Tolkien","Marie Antoinette","Oppenheimer","A Beautiful Day in the Neighborhood","Jobs","Lincoln","Braveheart","Asian / Pacific Islander",32,0,0
0,1,1,1,0,1,1,1,"Woman",2,"A Beautiful Day in the Neighborhood","Judy","On The Basis of Sex","The Aviator","A Beautiful Mind","Jobs","Lincoln","White / Caucasian",62,0,1
1,0,1,1,1,0,1,1,"Man",2,"The Darkest Hour","Marie Antoinette","Tolkien","Jobs","Coco Before Chanel","JFK","The Iron Lady","Black or African American",34,1,0
0,1,1,1,0,0,1,0,"Woman",1,"The Doors","Chaplin","A Beautiful Day in the Neighborhood","The Imitation Game","Tolkien","Judy","Hitchcock","White / Caucasian",46,0,1
0,1,1,1,0,1,0,1,"Man",0,"Oppenheimer","The Doors","JFK","Lincoln","Chaplin","A Beautiful Mind","Braveheart","Hispanic / Latinx",45,1,0
1,1,1,0,0,0,0,0,"Man",0,"Jobs","Capote","W. A Life Misunderstood","Hitchcock","The Aviator","A Beautiful Day in the Neighborhood","The Doors","White / Caucasian",33,1,1
1,1,1,0,1,1,0,1,"Man",1,"A Beautiful Mind","Braveheart","Amadeus","Oppenheimer","Lincoln","On The Basis of Sex","Marie Antoinette","White / Caucasian",61,1,1
0,1,1,1,1,1,0,1,"Woman",1,"Judy","Hitchcock","Capote","Chaplin","Nixon","A Beautiful Mind","Marie Antoinette","Black or African American",52,0,0
0,1,1,1,0,1,0,0,"Man",0,"The Imitation Game","Oppenheimer","A Beautiful Mind","Lincoln","Tolkien","JFK","The Aviator","White / Caucasian",40,1,1
0,1,1,1,0,0,0,0,"Woman",2,"Amadeus","Nixon","Moneyball","Lincoln","Coco Before Chanel","Judy","Chaplin","White / Caucasian",25,0,1
0,1,1,1,0,0,1,0,"Man",0,"Braveheart","Oppenheimer","Lincoln","Moneyball","J. Edgar","Jobs","The Imitation Game","White / Caucasian",29,1,1
0,1,1,1,0,1,1,1,"Man",1,"Braveheart","A Beautiful Day in the Neighborhood","Jobs","Tolkien","On The Basis of Sex","Oppenheimer","Lincoln","White / Caucasian",37,1,1
1,0,1,1,0,0,1,1,"Man",1,"Nixon","The Aviator","Lincoln","Coco Before Chanel","A Beautiful Day in the Neighborhood","Jobs","J. Edgar","White / Caucasian",58,1,1
1,0,1,1,1,0,1,1,"Man",0,"Hitchcock","Braveheart","The Doors","Tolkien","Chaplin","Lincoln","The Iron Lady","White / Caucasian",38,1,1
1,1,1,0,1,1,0,1,"Man",1,"Jobs","The Doors","A Beautiful Day in the Neighborhood","Oppenheimer","Lincoln","Judy","Marie Antoinette","White / Caucasian",40,1,1
1,1,1,0,0,1,1,0,"Woman",2,"A Beautiful Day in the Neighborhood","A Beautiful Mind","Jobs","Amadeus","The Iron Lady","Coco Before Chanel","Oppenheimer","Hispanic / Latinx",47,0,0
1,1,1,0,0,0,1,0,"Man",2,"J. Edgar","Oppenheimer","A Beautiful Mind","On The Basis of Sex","Amadeus","Judy","Jobs","Black or African American",38,1,0
0,1,1,1,0,1,0,0,"Woman",1,"Lincoln","On The Basis of Sex","A Beautiful Day in the Neighborhood","Tolkien","Oppenheimer","W. A Life Misunderstood","The Aviator","White / Caucasian",49,0,1
1,1,1,0,1,0,1,1,"Woman",2,"Oppenheimer","The Imitation Game","On The Basis of Sex","Coco Before Chanel","A Beautiful Day in the Neighborhood","A Beautiful Mind","The Iron Lady","White / Caucasian",52,0,1
0,1,1,1,0,0,1,0,"Woman",1,"Tolkien","Moneyball","W. A Life Misunderstood","Marie Antoinette","Lincoln","J. Edgar","Hitchcock","White / Caucasian",39,0,1
0,1,1,1,0,0,1,0,"Woman",1,"J. Edgar","On The Basis of Sex","Jobs","The Doors","Hitchcock","Lincoln","Tolkien","White / Caucasian",62,0,1
0,1,1,1,0,1,1,1,"Man",0,"Jobs","W. A Life Misunderstood","The Aviator","J. Edgar","A Beautiful Mind","Braveheart","Lincoln","White / Caucasian",26,1,1
1,1,1,0,0,0,1,0,"Woman",1,"Oppenheimer","Marie Antoinette","Amadeus","Hitchcock","Tolkien","The Imitation Game","A Beautiful Day in the Neighborhood","White / Caucasian",72,0,1
0,1,1,1,1,0,1,1,"Non-binary",2,"Capote","On The Basis of Sex","Judy","The Imitation Game","Lincoln","Hitchcock","The Iron Lady","White / Caucasian",42,0,1
1,0,1,1,0,0,1,0,"Woman",1,"Nixon","Chaplin","Judy","Hitchcock","Lincoln","The Doors","A Beautiful Day in the Neighborhood","Hispanic / Latinx",25,0,0
1,1,1,0,0,0,1,0,"Man",2,"The Imitation Game","Lincoln","Moneyball","The Darkest Hour","Coco Before Chanel","The Iron Lady","A Beautiful Day in the Neighborhood","White / Caucasian",39,1,1
1,0,1,1,1,1,0,1,"Man",1,"Moneyball","Jobs","The Doors","Braveheart","A Beautiful Day in the Neighborhood","Coco Before Chanel","Marie Antoinette","Black or African American",29,1,0
0,1,1,1,0,1,0,1,"Woman",1,"Jobs","The Doors","Oppenheimer","J. Edgar","On The Basis of Sex","The Aviator","JFK","White / Caucasian",48,0,1
0,1,1,1,0,0,0,0,"Non-binary",3,"Oppenheimer","A Beautiful Day in the Neighborhood","Coco Before Chanel","The Imitation Game","Judy","Marie Antoinette","The Doors","White / Caucasian",30,0,1
0,1,1,1,0,0,1,0,"Man",0,"The Imitation Game","Lincoln","The Darkest Hour","J. Edgar","Amadeus","JFK","A Beautiful Day in the Neighborhood","White / Caucasian",41,1,1
0,1,1,1,0,1,0,0,"Man",1,"Lincoln","Oppenheimer","A Beautiful Day in the Neighborhood","Marie Antoinette","The Imitation Game","The Aviator","A Beautiful Mind","White / Caucasian",44,1,1
0,1,1,1,0,0,0,0,"Woman",1,"On The Basis of Sex","A Beautiful Day in the Neighborhood","The Imitation Game","Braveheart","J. Edgar","Jobs","The Doors","White / Caucasian",39,0,1
0,1,1,1,0,0,0,0,"Woman",2,"Hitchcock","Coco Before Chanel","A Beautiful Day in the Neighborhood","Oppenheimer","Jobs","On The Basis of Sex","The Doors","White / Caucasian",50,0,1
0,1,1,1,0,1,0,1,"Woman",1,"Judy","The Doors","Nixon","Oppenheimer","Jobs","W. A Life Misunderstood","JFK","White / Caucasian",40,0,1
1,1,1,0,1,0,1,1,"Man",0,"Moneyball","A Beautiful Day in the Neighborhood","Jobs","The Imitation Game","Oppenheimer","Lincoln","On The Basis of Sex","Asian / Pacific Islander",33,1,0
0,1,1,1,0,1,1,0,"Man",1,"Jobs","Hitchcock","Chaplin","A Beautiful Mind","The Doors","Marie Antoinette","Oppenheimer","White / Caucasian",69,1,1
1,1,1,0,0,0,1,0,"Woman",0,"Capote","A Beautiful Mind","Chaplin","Amadeus","Tolkien","The Doors","Hitchcock","Hispanic / Latinx",44,0,0
1,0,1,1,1,0,1,1,"Woman",2,"On The Basis of Sex","Judy","The Doors","Tolkien","W. A Life Misunderstood","Nixon","The Iron Lady","White / Caucasian",66,0,1
0,1,1,1,1,0,1,0,"Man",1,"A Beautiful Day in the Neighborhood","Coco Before Chanel","Oppenheimer","Tolkien","Lincoln","Jobs","Judy","White / Caucasian",26,1,1
1,1,1,0,0,0,0,0,"Woman",0,"A Beautiful Day in the Neighborhood","Tolkien","Jobs","The Doors","Braveheart","Moneyball","Chaplin","White / Caucasian",41,0,1
0,1,1,1,0,1,1,0,"Woman",2,"Marie Antoinette","Coco Before Chanel","Moneyball","Lincoln","Braveheart","A Beautiful Mind","Oppenheimer","White / Caucasian",32,0,1
0,1,1,1,1,0,1,0,"Woman",0,"The Darkest Hour","Tolkien","The Doors","A Beautiful Mind","The Aviator","Capote","Judy","White / Caucasian",34,0,1
1,1,1,0,0,0,1,1,"Man",1,"On The Basis of Sex","Lincoln","Jobs","A Beautiful Day in the Neighborhood","Braveheart","Moneyball","The Darkest Hour","White / Caucasian",48,1,1
0,1,1,1,0,0,1,0,"Man",1,"Oppenheimer","On The Basis of Sex","The Aviator","The Doors","Hitchcock","Chaplin","A Beautiful Day in the Neighborhood","White / Caucasian",39,1,1
0,1,1,1,0,1,0,0,"Woman",1,"Amadeus","The Darkest Hour","Lincoln","A Beautiful Day in the Neighborhood","Braveheart","Coco Before Chanel","A Beautiful Mind","White / Caucasian",59,0,1
0,1,1,1,0,0,1,0,"Man",2,"On The Basis of Sex","The Iron Lady","Tolkien","The Darkest Hour","Lincoln","Amadeus","Jobs","White / Caucasian",68,1,1
1,1,1,0,1,1,0,1,"Woman",0,"Lincoln","The Imitation Game","Braveheart","A Beautiful Day in the Neighborhood","JFK","Oppenheimer","Marie Antoinette","White / Caucasian",40,0,1
1,1,1,0,0,0,0,1,"Man",0,"The Aviator","Oppenheimer","The Darkest Hour","Moneyball","Amadeus","Lincoln","Nixon","White / Caucasian",45,1,1
0,1,1,1,0,0,0,0,"Man",1,"The Doors","The Imitation Game","Oppenheimer","JFK","Moneyball","On The Basis of Sex","Amadeus","White / Caucasian",36,1,1
1,1,1,0,0,0,0,0,"Man",2,"On The Basis of Sex","Lincoln","Oppenheimer","Amadeus","Jobs","Marie Antoinette","Capote","White / Caucasian",32,1,1
0,1,1,1,0,0,1,0,"Woman",0,"A Beautiful Day in the Neighborhood","The Darkest Hour","Braveheart","The Imitation Game","Amadeus","Oppenheimer","Jobs","White / Caucasian",63,0,1
1,0,1,1,0,0,0,0,"Man",2,"Oppenheimer","Lincoln","Marie Antoinette","The Doors","A Beautiful Day in the Neighborhood","Coco Before Chanel","Chaplin","White / Caucasian",50,1,1
1,1,0,1,1,0,1,1,"Man",0,"Amadeus","Braveheart","Jobs","A Beautiful Mind","Lincoln","Chaplin","On The Basis of Sex","Asian / Pacific Islander",34,1,0
0,1,1,1,1,0,1,0,"Man",2,"On The Basis of Sex","Oppenheimer","Moneyball","Hitchcock","Jobs","Coco Before Chanel","Judy","White / Caucasian",32,1,1
0,1,1,1,1,0,0,0,"Man",2,"On The Basis of Sex","Lincoln","A Beautiful Day in the Neighborhood","Capote","Braveheart","Marie Antoinette","Coco Before Chanel","White / Caucasian",48,1,1
1,1,1,0,0,1,1,1,"Woman",3,"Amadeus","Capote","Marie Antoinette","Hitchcock","Coco Before Chanel","Judy","Lincoln","Black or African American",33,0,0
1,0,1,1,1,1,0,1,"Woman",0,"Oppenheimer","The Aviator","A Beautiful Mind","Lincoln","The Darkest Hour","The Imitation Game","Marie Antoinette","White / Caucasian",29,0,1
1,1,1,0,0,1,1,0,"Woman",1,"Hitchcock","On The Basis of Sex","The Imitation Game","Jobs","A Beautiful Day in the Neighborhood","The Doors","Moneyball","White / Caucasian",39,0,1
0,1,1,1,0,0,1,0,"Man",3,"Marie Antoinette","Braveheart","Judy","Coco Before Chanel","Amadeus","Hitchcock","Tolkien","Black or African American",31,1,0
0,1,1,1,0,1,1,0,"Man",1,"The Iron Lady","Nixon","Hitchcock","Chaplin","Lincoln","The Imitation Game","Oppenheimer","Black or African American",41,1,0
1,1,1,0,0,0,1,1,"Man",2,"Tolkien","The Imitation Game","Hitchcock","Chaplin","Coco Before Chanel","On The Basis of Sex","The Darkest Hour","White / Caucasian",53,1,1
0,1,1,1,0,0,1,0,"Man",2,"J. Edgar","Hitchcock","On The Basis of Sex","The Doors","Judy","Nixon","Tolkien","White / Caucasian",36,1,1
1,1,0,1,1,0,1,1,"Woman",2,"Judy","Jobs","Tolkien","The Imitation Game","Amadeus","On The Basis of Sex","The Iron Lady","White / Caucasian",58,0,1
1,0,1,1,0,1,1,0,"Woman",1,"Lincoln","Amadeus","The Aviator","A Beautiful Day in the Neighborhood","On The Basis of Sex","The Doors","Moneyball","White / Caucasian",67,0,1
1,1,1,0,0,1,0,0,"Woman",3,"The Doors","Marie Antoinette","A Beautiful Mind","Coco Before Chanel","Jobs","Judy","The Aviator","Hispanic / Latinx",42,0,0
0,1,1,1,0,0,0,0,"Man",0,"A Beautiful Day in the Neighborhood","J. Edgar","Tolkien","Hitchcock","Braveheart","The Imitation Game","Amadeus","White / Caucasian",49,1,1
1,0,1,1,0,0,0,0,"Woman",2,"On The Basis of Sex","The Darkest Hour","Lincoln","Hitchcock","A Beautiful Day in the Neighborhood","The Iron Lady","Chaplin","White / Caucasian",51,0,1
0,1,1,1,0,0,1,0,"Woman",1,"Lincoln","Judy","The Darkest Hour","Capote","Oppenheimer","A Beautiful Day in the Neighborhood","Hitchcock","White / Caucasian",34,0,1
1,1,1,0,0,0,0,1,"Man",0,"Jobs","The Imitation Game","Oppenheimer","A Beautiful Day in the Neighborhood","Tolkien","Nixon","W. A Life Misunderstood","Asian / Pacific Islander",27,1,0
1,0,1,1,1,0,1,1,"Man",0,"A Beautiful Day in the Neighborhood","Hitchcock","J. Edgar","A Beautiful Mind","Braveheart","Amadeus","On The Basis of Sex","White / Caucasian",44,1,1
1,1,1,0,0,1,1,0,"Man",2,"Coco Before Chanel","Jobs","Oppenheimer","The Iron Lady","Hitchcock","A Beautiful Day in the Neighborhood","Moneyball","Black or African American",42,1,0
0,1,1,1,0,1,0,0,"Woman",0,"Lincoln","Chaplin","Jobs","The Imitation Game","J. Edgar","Nixon","A Beautiful Mind","White / Caucasian",56,0,1
0,1,1,1,0,0,1,0,"Man",0,"Lincoln","The Doors","Moneyball","Oppenheimer","Amadeus","Hitchcock","A Beautiful Day in the Neighborhood","Black or African American",37,1,0
1,0,1,1,1,0,1,1,"Man",0,"Lincoln","The Imitation Game","Jobs","Oppenheimer","A Beautiful Mind","Chaplin","The Iron Lady","Asian / Pacific Islander",68,1,0
1,0,1,1,0,1,0,0,"Man",0,"Jobs","A Beautiful Mind","The Doors","Oppenheimer","Hitchcock","Tolkien","The Aviator","White / Caucasian",63,1,1
0,1,1,1,0,0,0,0,"Woman",2,"Lincoln","The Imitation Game","The Iron Lady","On The Basis of Sex","Oppenheimer","The Darkest Hour","Amadeus","White / Caucasian",58,0,1
0,1,1,1,0,1,1,0,"Woman",1,"A Beautiful Day in the Neighborhood","Lincoln","Tolkien","Jobs","On The Basis of Sex","The Darkest Hour","Oppenheimer","White / Caucasian",38,0,1
0,1,1,1,0,0,0,1,"Woman",2,"Moneyball","A Beautiful Mind","Amadeus","Nixon","Judy","Marie Antoinette","W. A Life Misunderstood","White / Caucasian",32,0,1
1,0,1,1,0,1,1,0,"Man",0,"Braveheart","Nixon","Tolkien","Amadeus","Oppenheimer","Lincoln","Moneyball","White / Caucasian",51,1,1
1,1,1,0,0,0,1,0,"Man",1,"A Beautiful Day in the Neighborhood","J. Edgar","Amadeus","The Imitation Game","JFK","The Iron Lady","Tolkien","White / Caucasian",34,1,1
0,1,1,1,0,0,0,0,"Woman",1,"Tolkien","Judy","The Aviator","The Imitation Game","A Beautiful Day in the Neighborhood","Jobs","Chaplin","White / Caucasian",34,0,1
1,0,1,1,0,1,0,1,"Woman",1,"On The Basis of Sex","A Beautiful Mind","A Beautiful Day in the Neighborhood","Amadeus","The Imitation Game","Chaplin","Braveheart","White / Caucasian",55,0,1
0,1,1,1,0,0,1,0,"Man",1,"Amadeus","The Doors","Chaplin","Braveheart","Lincoln","Judy","The Imitation Game","White / Caucasian",33,1,1
1,0,1,1,0,0,1,1,"Woman",2,"Braveheart","On The Basis of Sex","The Iron Lady","Capote","A Beautiful Day in the Neighborhood","Lincoln","The Darkest Hour","White / Caucasian",56,0,1
1,0,1,1,1,0,0,0,"Woman",0,"Moneyball","Lincoln","Hitchcock","Jobs","Chaplin","The Darkest Hour","Coco Before Chanel","Asian / Pacific Islander",35,0,0
0,1,1,1,1,0,1,0,"Man",3,"Coco Before Chanel","Oppenheimer","Jobs","Tolkien","Marie Antoinette","On The Basis of Sex","Judy","White / Caucasian",62,1,1
0,1,1,1,0,0,1,0,"Woman",3,"Lincoln","Chaplin","Judy","Jobs","Marie Antoinette","Coco Before Chanel","Tolkien","White / Caucasian",64,0,1
1,0,1,1,0,0,1,0,"Man",1,"Oppenheimer","J. Edgar","The Doors","Braveheart","The Darkest Hour","Judy","A Beautiful Day in the Neighborhood","White / Caucasian",41,1,1
1,1,0,1,0,1,0,0,"Woman",1,"The Imitation Game","J. Edgar","JFK","Oppenheimer","On The Basis of Sex","The Darkest Hour","A Beautiful Mind","White / Caucasian",66,0,1
0,1,1,1,0,1,0,0,"Man",1,"A Beautiful Day in the Neighborhood","Moneyball","The Imitation Game","Hitchcock","Lincoln","On The Basis of Sex","The Aviator","Black or African American",52,1,0
1,1,1,0,0,0,0,0,"Man",0,"The Aviator","Nixon","A Beautiful Mind","Hitchcock","The Darkest Hour","Lincoln","Chaplin","White / Caucasian",30,1,1
1,1,0,1,0,1,1,1,"Woman",1,"A Beautiful Day in the Neighborhood","The Doors","On The Basis of Sex","Oppenheimer","Amadeus","Braveheart","Lincoln","White / Caucasian",36,0,1
1,1,1,0,0,1,0,0,"Woman",1,"Oppenheimer","Coco Before Chanel","Moneyball","Braveheart","The Imitation Game","Jobs","The Aviator","Hispanic / Latinx",29,0,0
0,1,1,1,0,1,0,0,"Man",0,"Chaplin","The Imitation Game","A Beautiful Day in the Neighborhood","Oppenheimer","Lincoln","A Beautiful Mind","The Aviator","American Indian or Alaskan Native",47,1,0
0,1,1,1,0,0,1,0,"Man",1,"The Darkest Hour","Marie Antoinette","Hitchcock","A Beautiful Day in the Neighborhood","Jobs","Moneyball","The Imitation Game","White / Caucasian",31,1,1
0,1,1,1,0,0,0,0,"Man",1,"Oppenheimer","A Beautiful Day in the Neighborhood","The Doors","Chaplin","Jobs","On The Basis of Sex","Amadeus","Black or African American",43,1,0
0,1,1,1,0,0,1,0,"Woman",0,"Amadeus","Braveheart","A Beautiful Day in the Neighborhood","Oppenheimer","Tolkien","Lincoln","Jobs","White / Caucasian",55,0,1
1,1,1,0,0,0,1,1,"Man",0,"Moneyball","Jobs","A Beautiful Mind","A Beautiful Day in the Neighborhood","Oppenheimer","Braveheart","The Darkest Hour","White / Caucasian",36,1,1
1,0,1,1,0,0,1,0,"Man",2,"Marie Antoinette","The Aviator","Moneyball","Oppenheimer","On The Basis of Sex","Braveheart","Hitchcock","White / Caucasian",40,1,1
1,1,1,0,1,1,0,1,"Woman",1,"Jobs","On The Basis of Sex","Lincoln","J. Edgar","A Beautiful Day in the Neighborhood","Amadeus","Marie Antoinette","White / Caucasian",38,0,1
0,1,1,1,0,0,1,1,"Man",0,"The Aviator","Hitchcock","A Beautiful Day in the Neighborhood","Jobs","Lincoln","Braveheart","J. Edgar","White / Caucasian",42,1,1
1,1,1,0,1,1,0,1,"Man",1,"Tolkien","The Iron Lady","The Aviator","A Beautiful Day in the Neighborhood","Braveheart","Oppenheimer","Marie Antoinette","Hispanic / Latinx",36,1,0
1,1,0,1,0,1,1,0,"Man",0,"Jobs","A Beautiful Mind","The Aviator","Amadeus","Braveheart","JFK","Moneyball","White / Caucasian",33,1,1
1,1,0,1,1,1,0,1,"Woman",2,"The Iron Lady","Capote","On The Basis of Sex","Jobs","Hitchcock","The Darkest Hour","Marie Antoinette","White / Caucasian",50,0,1
0,1,1,1,0,1,0,0,"Man",0,"Braveheart","Lincoln","A Beautiful Mind","Tolkien","The Darkest Hour","Capote","The Aviator","White / Caucasian",42,1,1
0,1,1,1,0,1,1,1,"Man",0,"Jobs","The Doors","Amadeus","Chaplin","Tolkien","Oppenheimer","Lincoln","White / Caucasian",40,1,1
0,1,1,1,0,0,0,0,"Man",2,"Lincoln","A Beautiful Mind","The Aviator","The Iron Lady","Moneyball","Judy","Chaplin","White / Caucasian",25,1,1
1,0,1,1,0,1,1,1,"Non-binary",2,"A Beautiful Day in the Neighborhood","The Doors","Chaplin","Judy","Coco Before Chanel","Moneyball","Lincoln","Hispanic / Latinx",26,0,0
0,1,1,1,0,1,1,0,"Woman",2,"On The Basis of Sex","Judy","The Aviator","Moneyball","Braveheart","Chaplin","Oppenheimer","White / Caucasian",54,0,1
1,1,1,0,1,0,1,0,"Woman",1,"A Beautiful Day in the Neighborhood","A Beautiful Mind","On The Basis of Sex","The Imitation Game","Oppenheimer","The Doors","Judy","White / Caucasian",59,0,1
0,1,1,1,1,1,0,1,"Man",1,"The Doors","On The Basis of Sex","Lincoln","The Imitation Game","Tolkien","A Beautiful Day in the Neighborhood","Marie Antoinette","White / Caucasian",29,1,1
1,1,1,0,0,1,0,1,"Woman",1,"Coco Before Chanel","The Aviator","The Darkest Hour","Moneyball","Lincoln","Nixon","JFK","White / Caucasian",26,0,1
0,1,1,1,0,0,0,0,"Man",0,"The Imitation Game","Moneyball","Braveheart","A Beautiful Mind","JFK","Jobs","Capote","White / Caucasian",33,1,1
0,1,1,1,0,1,1,1,"Woman",2,"On The Basis of Sex","Amadeus","Nixon","Tolkien","A Beautiful Day in the Neighborhood","Judy","Lincoln","White / Caucasian",51,0,1
1,0,1,1,1,0,1,1,"Man",1,"The Darkest Hour","Chaplin","Oppenheimer","The Imitation Game","A Beautiful Day in the Neighborhood","Judy","On The Basis of Sex","White / Caucasian",76,1,1
1,0,1,1,0,1,1,1,"Man",1,"Jobs","Oppenheimer","Tolkien","The Imitation Game","Hitchcock","On The Basis of Sex","Lincoln","White / Caucasian",35,1,1
0,1,1,1,1,1,0,1,"Woman",1,"Hitchcock","Judy","Oppenheimer","Braveheart","The Doors","Lincoln","Marie Antoinette","White / Caucasian",64,0,1
0,1,1,1,1,0,1,1,"Woman",1,"The Imitation Game","Hitchcock","Braveheart","The Doors","Judy","The Darkest Hour","The Iron Lady","White / Caucasian",42,0,1
1,1,1,0,0,0,1,0,"Man",0,"Lincoln","Moneyball","Amadeus","A Beautiful Day in the Neighborhood","Jobs","A Beautiful Mind","The Imitation Game","White / Caucasian",35,1,1
1,1,1,0,1,1,0,1,"Man",1,"Oppenheimer","Jobs","Moneyball","Tolkien","Amadeus","Coco Before Chanel","Marie Antoinette","White / Caucasian",71,1,1
1,0,1,1,0,0,0,0,"Woman",2,"The Imitation Game","Jobs","Coco Before Chanel","On The Basis of Sex","A Beautiful Day in the Neighborhood","Lincoln","Amadeus","White / Caucasian",71,0,1
0,1,1,1,1,0,1,1,"Woman",2,"Tolkien","The Imitation Game","Judy","Marie Antoinette","A Beautiful Day in the Neighborhood","Amadeus","On The Basis of Sex","White / Caucasian",31,0,1
1,0,1,1,1,0,1,1,"Man",1,"Oppenheimer","Lincoln","Moneyball","Amadeus","A Beautiful Day in the Neighborhood","Marie Antoinette","The Iron Lady","White / Caucasian",31,1,1
0,1,1,1,1,0,1,1,"Woman",0,"Oppenheimer","Lincoln","A Beautiful Day in the Neighborhood","Amadeus","The Aviator","Braveheart","On The Basis of Sex","White / Caucasian",58,0,1
1,1,1,0,0,0,1,0,"Man",1,"Hitchcock","Oppenheimer","A Beautiful Day in the Neighborhood","Lincoln","Nixon","Coco Before Chanel","Jobs","White / Caucasian",24,1,1
1,1,0,1,0,1,0,0,"Woman",0,"A Beautiful Day in the Neighborhood","J. Edgar","Hitchcock","Oppenheimer","The Imitation Game","Jobs","A Beautiful Mind","White / Caucasian",38,0,1
1,0,1,1,0,1,0,0,"Man",1,"Moneyball","The Imitation Game","The Aviator","Chaplin","A Beautiful Day in the Neighborhood","On The Basis of Sex","A Beautiful Mind","White / Caucasian",31,1,1
0,1,1,1,0,1,0,1,"Man",0,"The Imitation Game","Lincoln","Jobs","Oppenheimer","Amadeus","The Aviator","Braveheart","Black or African American",33,1,0
0,1,1,1,0,1,0,1,"Man",0,"A Beautiful Day in the Neighborhood","Oppenheimer","Braveheart","Lincoln","Amadeus","Jobs","JFK","White / Caucasian",39,1,1
1,1,0,1,0,0,1,0,"Man",0,"Oppenheimer","A Beautiful Mind","The Aviator","Braveheart","The Imitation Game","A Beautiful Day in the Neighborhood","Jobs","White / Caucasian",51,1,1
0,1,1,1,0,0,1,0,"Woman",3,"The Doors","On The Basis of Sex","The Iron Lady","Marie Antoinette","Hitchcock","Lincoln","A Beautiful Day in the Neighborhood","White / Caucasian",45,0,1
