"race_feedback","budget_shown","year_shown","duration_shown","race_pick","budget_pick","year_pick","duration_pick","gender","base_race","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","choice-8","race","age","gender_code","race_code","num_excluded_total"
0,1,1,1,0,1,1,1,"Man",2,"The King's Speech","Walk the Line","The Greatest Showman","Moneyball","42","Ali","A Beautiful Day in the Neighborhood","Rocketman","Hispanic / Latinx",38,1,0,138
1,0,1,1,0,1,1,1,"Woman",2,"A Beautiful Day in the Neighborhood","Oppenheimer","On The Basis of Sex","42","Harriet","Selma","The Founder","Walk the Line","White / Caucasian",50,0,1,138
0,1,1,1,0,0,0,1,"Woman",0,"Capote","The Doors","Walk the Line","Selma","A Beautiful Day in the Neighborhood","Oppenheimer","On The Basis of Sex","Patton","White / Caucasian",45,0,1,138
1,1,1,0,0,0,1,0,"Man",0,"The Greatest Showman","Walk the Line","Selma","Oppenheimer","Patton","Tolkien","The Aviator","A Beautiful Day in the Neighborhood","White / Caucasian",75,1,1,138
0,1,1,1,0,1,0,1,"Woman",0,"Patton","A Beautiful Mind","The Aviator","Nixon","LBJ","W. A Life Misunderstood","The King's Speech","Braveheart","Black or African American",22,0,0,138
1,1,0,1,1,1,0,1,"Woman",0,"Oppenheimer","Braveheart","The Doors","Chaplin","The Aviator","A Beautiful Day in the Neighborhood","Walk the Line","Ali","White / Caucasian",41,0,1,138
0,1,1,1,0,1,1,1,"Woman",1,"Rocketman","Chaplin","42","Selma","On The Basis of Sex","Coco Before Chanel","The Aviator","Oppenheimer","White / Caucasian",22,0,1,138
1,1,1,0,1,1,0,1,"Woman",2,"42","The Doors","On The Basis of Sex","Rocketman","Moneyball","Harriet","A Beautiful Day in the Neighborhood","Ali","White / Caucasian",70,0,1,138
0,1,1,1,0,0,1,0,"Woman",1,"Selma","Walk the Line","The Founder","Jobs","On The Basis of Sex","Tolkien","Harriet","The Imitation Game","White / Caucasian",55,0,1,138
1,1,1,0,0,0,1,0,"Man",0,"A Beautiful Mind","A Beautiful Day in the Neighborhood","Oppenheimer","The King's Speech","The Imitation Game","The Greatest Showman","Walk the Line","Tolkien","American Indian or Alaskan Native",33,1,0,138
0,1,1,1,0,0,0,1,"Man",3,"42","The Founder","Harriet","Oppenheimer","A Beautiful Day in the Neighborhood","The Greatest Showman","Ali","Selma","White / Caucasian",22,1,1,138
1,0,1,1,0,0,0,1,"Man",2,"Rocketman","Harriet","On The Basis of Sex","Jobs","42","A Beautiful Day in the Neighborhood","The Founder","Chaplin","White / Caucasian",50,1,1,138
0,1,1,1,0,1,1,1,"Woman",1,"The Greatest Showman","On The Basis of Sex","Walk the Line","A Beautiful Day in the Neighborhood","Rocketman","Ali","Moneyball","Oppenheimer","White / Caucasian",34,0,1,138
1,0,1,1,1,0,0,1,"Man",1,"The Aviator","Selma","The Imitation Game","Oppenheimer","A Beautiful Day in the Neighborhood","Moneyball","Ali","42","Hispanic / Latinx",35,1,0,138
1,1,0,1,1,1,0,1,"Woman",1,"A Beautiful Day in the Neighborhood","Rocketman","Harriet","Selma","On The Basis of Sex","Oppenheimer","Walk the Line","Ali","White / Caucasian",43,0,1,138
0,1,1,1,1,0,1,1,"Woman",0,"On The Basis of Sex","A Beautiful Day in the Neighborhood","The King's Speech","Coco Before Chanel","The Imitation Game","Rocketman","Oppenheimer","Harriet","White / Caucasian",22,0,1,138
1,1,0,1,0,0,0,1,"Man",0,"Oppenheimer","The Greatest Showman","Walk the Line","The King's Speech","Rocketman","Braveheart","Tolkien","Patton","White / Caucasian",51,1,1,138
0,1,1,1,0,0,1,1,"Woman",1,"Walk the Line","Selma","Ali","The Doors","Braveheart","The Greatest Showman","Tolkien","On The Basis of Sex","White / Caucasian",32,0,1,138
0,1,1,1,0,0,1,1,"Woman",1,"42","The King's Speech","Nixon","Rocketman","Chaplin","Selma","Walk the Line","On The Basis of Sex","White / Caucasian",41,0,1,138
1,0,1,1,0,0,0,1,"Man",0,"The King's Speech","A Beautiful Mind","A Beautiful Day in the Neighborhood","Chaplin","LBJ","The Imitation Game","Oppenheimer","Patton","White / Caucasian",59,1,1,138
0,1,1,1,0,0,1,0,"Man",1,"Patton","Oppenheimer","Braveheart","Moneyball","The Imitation Game","Harriet","Rocketman","A Beautiful Day in the Neighborhood","White / Caucasian",27,1,1,138
1,0,1,1,0,0,0,0,"Man",1,"Ali","Walk the Line","Nixon","On The Basis of Sex","Hitchcock","A Beautiful Day in the Neighborhood","Coco Before Chanel","Capote","Black or African American",50,1,0,138
1,1,0,1,0,1,1,0,"Man",1,"The Doors","42","Walk the Line","The Imitation Game","Moneyball","A Beautiful Mind","Braveheart","The Greatest Showman","White / Caucasian",38,1,1,138
0,1,1,1,0,0,0,1,"Woman",1,"The Founder","Ali","The Doors","Tolkien","The Greatest Showman","Walk the Line","Jobs","Selma","White / Caucasian",40,0,1,138
1,1,1,0,1,1,0,1,"Woman",1,"Tolkien","Oppenheimer","Jobs","Selma","Harriet","Walk the Line","Chaplin","Ali","White / Caucasian",32,0,1,138
1,1,1,0,0,1,1,1,"Woman",2,"Moneyball","On The Basis of Sex","Walk the Line","A Beautiful Day in the Neighborhood","Ali","Harriet","Rocketman","Oppenheimer","White / Caucasian",52,0,1,138
0,1,1,1,0,1,1,1,"Man",1,"The Aviator","Patton","Ali","Jobs","Braveheart","Selma","The Founder","Walk the Line","White / Caucasian",37,1,1,138
1,1,1,0,0,0,1,0,"Woman",1,"Braveheart","Harriet","Walk the Line","Tolkien","Oppenheimer","Selma","On The Basis of Sex","A Beautiful Day in the Neighborhood","White / Caucasian",31,0,1,138
0,1,1,1,0,0,0,1,"Man",1,"Braveheart","The Imitation Game","Rocketman","The Doors","Walk the Line","Harriet","Jobs","Selma","White / Caucasian",34,1,1,138
0,1,1,1,0,1,1,1,"Woman",1,"A Beautiful Day in the Neighborhood","On The Basis of Sex","The Imitation Game","Walk the Line","42","The King's Speech","Selma","Oppenheimer","White / Caucasian",41,0,1,138
0,1,1,1,0,1,1,0,"Woman",0,"On The Basis of Sex","Walk the Line","The Founder","A Beautiful Day in the Neighborhood","Oppenheimer","Selma","Jobs","The Greatest Showman","White / Caucasian",38,0,1,138
0,1,1,1,0,0,1,0,"Woman",0,"J. Edgar","LBJ","A Beautiful Day in the Neighborhood","The Imitation Game","Nixon","On The Basis of Sex","The Greatest Showman","Tolkien","Asian / Pacific Islander",42,0,0,138
1,1,1,0,0,1,0,0,"Woman",2,"Rocketman","Ali","Walk the Line","Selma","W. A Life Misunderstood","Oppenheimer","Harriet","The King's Speech","Asian / Pacific Islander",23,0,0,138
1,0,1,1,0,1,1,0,"Man",2,"Hitchcock","Ali","Chaplin","42","Coco Before Chanel","Tolkien","Capote","The Greatest Showman","Asian / Pacific Islander",22,1,0,138
0,1,1,1,0,1,1,1,"Man",3,"42","Chaplin","On The Basis of Sex","Ali","Patton","Harriet","Nixon","Oppenheimer","White / Caucasian",50,1,1,138
1,1,0,1,0,0,0,1,"Man",2,"Nixon","The King's Speech","Jobs","42","Oppenheimer","Patton","Harriet","Selma","White / Caucasian",65,1,1,138
1,1,1,0,0,0,0,1,"Man",3,"Harriet","The Greatest Showman","Ali","42","Rocketman","Oppenheimer","A Beautiful Day in the Neighborhood","Chaplin","Hispanic / Latinx",37,1,0,138
0,1,1,1,0,1,0,1,"Man",0,"The Doors","Tolkien","The Greatest Showman","Braveheart","Nixon","Capote","Chaplin","A Beautiful Mind","White / Caucasian",28,1,1,138
1,0,1,1,1,1,0,1,"Woman",1,"A Beautiful Day in the Neighborhood","Chaplin","On The Basis of Sex","Harriet","Rocketman","The Greatest Showman","Oppenheimer","Ali","Hispanic / Latinx",22,0,0,138
0,1,1,1,0,0,1,0,"Man",0,"The Doors","Rocketman","Braveheart","Oppenheimer","Patton","J. Edgar","The Imitation Game","Hitchcock","White / Caucasian",75,1,1,138
0,1,1,1,0,0,1,1,"Woman",2,"Ali","Harriet","LBJ","The Doors","The Founder","Selma","Coco Before Chanel","On The Basis of Sex","White / Caucasian",72,0,1,138
0,1,1,1,0,0,1,0,"Woman",0,"On The Basis of Sex","Oppenheimer","Nixon","Walk the Line","Patton","Selma","Jobs","Hitchcock","White / Caucasian",62,0,1,138
1,1,1,0,0,0,0,1,"Man",1,"Nixon","Capote","Patton","Harriet","Oppenheimer","On The Basis of Sex","Chaplin","Selma","White / Caucasian",45,1,1,138
1,0,1,1,1,0,1,1,"Woman",0,"Oppenheimer","The Imitation Game","The Greatest Showman","Walk the Line","A Beautiful Day in the Neighborhood","Rocketman","On The Basis of Sex","Harriet","White / Caucasian",23,0,1,138
0,1,1,1,0,0,0,1,"Woman",2,"Jobs","Tolkien","Coco Before Chanel","Ali","Hitchcock","The Founder","Harriet","Selma","White / Caucasian",52,0,1,138
0,1,1,1,0,0,0,0,"Man",1,"Jobs","On The Basis of Sex","42","Hitchcock","Chaplin","The Founder","The Imitation Game","Coco Before Chanel","Asian / Pacific Islander",28,1,0,138
0,1,1,1,0,1,1,1,"Man",0,"The Doors","Rocketman","Walk the Line","Braveheart","Selma","Oppenheimer","A Beautiful Day in the Neighborhood","Moneyball","White / Caucasian",34,1,1,138
0,1,1,1,0,0,0,1,"Woman",1,"Harriet","The Imitation Game","Selma","Chappaquiddick","The Aviator","Oppenheimer","Coco Before Chanel","Patton","White / Caucasian",56,0,1,138
1,1,0,1,0,0,1,0,"Woman",0,"Jobs","Selma","J. Edgar","A Beautiful Mind","Oppenheimer","The Greatest Showman","Hitchcock","Chappaquiddick","Black or African American",48,0,0,138
0,1,1,1,0,0,1,0,"Man",1,"The Founder","Ali","Oppenheimer","The Doors","Rocketman","Jobs","Coco Before Chanel","A Beautiful Day in the Neighborhood","Asian / Pacific Islander",35,1,0,138
1,1,0,1,0,1,1,0,"Woman",3,"Ali","On The Basis of Sex","Oppenheimer","A Beautiful Day in the Neighborhood","Selma","Harriet","42","The Greatest Showman","White / Caucasian",28,0,1,138
1,0,1,1,0,1,0,1,"Man",0,"Braveheart","Hitchcock","The Doors","The Imitation Game","A Beautiful Mind","Oppenheimer","Tolkien","The Aviator","White / Caucasian",59,1,1,138
1,1,0,1,0,1,1,1,"Man",1,"A Beautiful Day in the Neighborhood","The Greatest Showman","The Founder","Jobs","Tolkien","The Aviator","Harriet","Oppenheimer","White / Caucasian",35,1,1,138
0,1,1,1,0,0,1,1,"Woman",0,"On The Basis of Sex","A Beautiful Day in the Neighborhood","Oppenheimer","Selma","Tolkien","The King's Speech","Hitchcock","J. Edgar","White / Caucasian",47,0,1,138
1,1,1,0,0,0,0,1,"Non-binary",0,"Walk the Line","Tolkien","Rocketman","A Beautiful Day in the Neighborhood","Jobs","On The Basis of Sex","W. A Life Misunderstood","Selma","White / Caucasian",31,0,1,138
0,1,1,1,0,0,0,1,"Man",1,"A Beautiful Day in the Neighborhood","Hitchcock","Harriet","On The Basis of Sex","The Founder","Chaplin","Selma","The Doors","White / Caucasian",48,1,1,138
1,1,0,1,1,1,0,1,"Man",0,"LBJ","Rocketman","The Greatest Showman","The Aviator","Oppenheimer","A Beautiful Day in the Neighborhood","Chaplin","Ali","Black or African American",43,1,0,138
0,1,1,1,0,1,0,1,"Man",0,"W. A Life Misunderstood","Hitchcock","Patton","A Beautiful Day in the Neighborhood","Chappaquiddick","Selma","The Doors","The Aviator","Black or African American",30,1,0,138
0,1,1,1,0,1,0,1,"Woman",2,"The Greatest Showman","Patton","The Imitation Game","42","A Beautiful Day in the Neighborhood","Tolkien","Harriet","Braveheart","White / Caucasian",40,0,1,138
0,1,1,1,1,0,0,1,"Man",1,"Patton","Ali","Oppenheimer","The Doors","The Imitation Game","Selma","Tolkien","42","White / Caucasian",68,1,1,138
1,0,1,1,0,0,0,1,"Man",1,"Oppenheimer","Jobs","The Aviator","Capote","Walk the Line","42","Braveheart","Selma","White / Caucasian",35,1,1,138
1,1,0,1,0,0,1,0,"Man",0,"The King's Speech","Oppenheimer","Patton","LBJ","A Beautiful Day in the Neighborhood","J. Edgar","Walk the Line","Tolkien","White / Caucasian",37,1,1,138
1,0,1,1,0,0,0,1,"Woman",1,"Oppenheimer","Rocketman","A Beautiful Day in the Neighborhood","The Founder","Harriet","Tolkien","On The Basis of Sex","Selma","White / Caucasian",29,0,1,138
0,1,1,1,0,1,0,1,"Man",2,"Harriet","Tolkien","42","Selma","Walk the Line","A Beautiful Mind","Moneyball","Braveheart","White / Caucasian",68,1,1,138
1,0,1,1,0,0,0,1,"Woman",2,"Jobs","Walk the Line","Rocketman","42","Selma","Chaplin","Harriet","Nixon","White / Caucasian",44,0,1,138
1,1,0,1,0,1,0,0,"Woman",0,"Moneyball","Hitchcock","Rocketman","W. A Life Misunderstood","Nixon","LBJ","Chappaquiddick","The King's Speech","Hispanic / Latinx",45,0,0,138
0,1,1,1,1,0,1,1,"Woman",1,"Moneyball","Oppenheimer","On The Basis of Sex","The Greatest Showman","A Beautiful Mind","Rocketman","Ali","Harriet","White / Caucasian",21,0,1,138
1,1,1,0,1,0,0,1,"Woman",0,"The King's Speech","A Beautiful Mind","A Beautiful Day in the Neighborhood","On The Basis of Sex","Selma","The Imitation Game","Oppenheimer","42","American Indian or Alaskan Native",36,0,0,138
1,0,1,1,0,1,1,1,"Woman",1,"Hitchcock","Braveheart","Harriet","The Doors","A Beautiful Day in the Neighborhood","Rocketman","The Founder","Walk the Line","White / Caucasian",49,0,1,138
1,1,1,0,0,1,1,1,"Man",3,"Nixon","42","Jobs","Ali","Patton","Harriet","The King's Speech","Walk the Line","Black or African American",23,1,0,138
0,1,1,1,0,1,1,1,"Woman",2,"Ali","A Beautiful Day in the Neighborhood","The Doors","Hitchcock","On The Basis of Sex","Jobs","Harriet","Walk the Line","White / Caucasian",36,0,1,138
0,1,1,1,1,1,0,1,"Woman",1,"Harriet","Hitchcock","A Beautiful Day in the Neighborhood","The Aviator","Jobs","Walk the Line","The Doors","Ali","White / Caucasian",31,0,1,138
1,0,1,1,0,1,1,1,"Woman",2,"Oppenheimer","A Beautiful Day in the Neighborhood","Walk the Line","Ali","Braveheart","The Greatest Showman","Harriet","Rocketman","White / Caucasian",35,0,1,138
0,1,1,1,0,0,0,0,"Man",1,"Tolkien","Hitchcock","Patton","The Aviator","Oppenheimer","Selma","42","Coco Before Chanel","White / Caucasian",57,1,1,138
0,1,1,1,1,0,1,1,"Woman",1,"Oppenheimer","Braveheart","Selma","Hitchcock","A Beautiful Mind","42","Capote","Harriet","Hispanic / Latinx",28,0,0,138
0,1,1,1,0,1,1,1,"Man",1,"The Founder","Rocketman","Chappaquiddick","42","Selma","J. Edgar","Moneyball","Oppenheimer","Asian / Pacific Islander",28,1,0,138
0,1,1,1,0,1,1,0,"Non-binary",1,"Harriet","Hitchcock","Capote","J. Edgar","On The Basis of Sex","The Imitation Game","Jobs","The Greatest Showman","White / Caucasian",42,0,1,138
1,1,1,0,1,0,0,1,"Woman",2,"Chaplin","The Doors","Walk the Line","Harriet","Capote","Braveheart","Ali","42","White / Caucasian",35,0,1,138
1,1,1,0,0,0,1,0,"Woman",2,"Harriet","Braveheart","Selma","A Beautiful Mind","On The Basis of Sex","A Beautiful Day in the Neighborhood","42","The Imitation Game","Asian / Pacific Islander",58,0,0,138
0,1,1,1,0,1,1,1,"Woman",1,"On The Basis of Sex","J. Edgar","Nixon","Oppenheimer","42","The Aviator","The Greatest Showman","Rocketman","Black or African American",40,0,0,138
1,1,1,0,1,0,1,1,"Woman",0,"Chaplin","The Imitation Game","The Founder","A Beautiful Day in the Neighborhood","Hitchcock","On The Basis of Sex","Selma","Harriet","Asian / Pacific Islander",32,0,0,138
0,1,1,1,0,0,1,1,"Woman",3,"A Beautiful Day in the Neighborhood","Jobs","Selma","The Founder","Ali","Harriet","42","On The Basis of Sex","Black or African American",40,0,0,138
1,0,1,1,1,1,0,1,"Woman",1,"Walk the Line","Jobs","The Doors","Oppenheimer","Coco Before Chanel","42","On The Basis of Sex","Ali","Asian / Pacific Islander",42,0,0,138
0,1,1,1,0,0,1,0,"Man",0,"Chaplin","Jobs","Rocketman","Oppenheimer","The Greatest Showman","A Beautiful Day in the Neighborhood","Selma","The Imitation Game","Asian / Pacific Islander",37,1,0,138
1,1,1,0,0,1,1,1,"Woman",2,"Braveheart","On The Basis of Sex","The Founder","A Beautiful Mind","Harriet","Ali","Selma","Oppenheimer","White / Caucasian",51,0,1,138
1,0,1,1,0,0,1,1,"Man",0,"Braveheart","The Founder","Walk the Line","Coco Before Chanel","J. Edgar","Chaplin","Capote","Jobs","White / Caucasian",39,1,1,138
1,0,1,1,0,0,0,1,"Man",0,"Nixon","J. Edgar","Capote","Patton","A Beautiful Day in the Neighborhood","Walk the Line","The King's Speech","Selma","White / Caucasian",50,1,1,138
0,1,1,1,0,0,1,0,"Woman",1,"Chaplin","Chappaquiddick","Jobs","Rocketman","Oppenheimer","Harriet","The Greatest Showman","Hitchcock","White / Caucasian",46,0,1,138
0,1,1,1,0,0,1,1,"Man",1,"The Imitation Game","Walk the Line","Oppenheimer","Patton","Ali","Braveheart","Tolkien","Jobs","White / Caucasian",22,1,1,138
0,1,1,1,1,1,0,1,"Man",0,"Oppenheimer","The Greatest Showman","Rocketman","The Aviator","Chaplin","Jobs","The Imitation Game","Ali","White / Caucasian",41,1,1,138
1,1,1,0,0,1,1,1,"Man",2,"The Doors","Ali","Oppenheimer","42","Patton","Coco Before Chanel","Jobs","Walk the Line","White / Caucasian",36,1,1,138
1,0,1,1,0,0,1,0,"Woman",2,"42","The Doors","Selma","Walk the Line","Tolkien","Ali","Jobs","Hitchcock","White / Caucasian",66,0,1,138
0,1,1,1,0,1,0,1,"Man",2,"42","Braveheart","Moneyball","Ali","Oppenheimer","Chaplin","Walk the Line","A Beautiful Mind","White / Caucasian",31,1,1,138
0,1,1,1,0,0,0,1,"Man",1,"The Greatest Showman","Oppenheimer","Patton","The Doors","Walk the Line","Ali","Tolkien","W. A Life Misunderstood","Hispanic / Latinx",29,1,0,138
1,0,1,1,0,1,1,0,"Woman",1,"Ali","Walk the Line","Jobs","Oppenheimer","Coco Before Chanel","Capote","The Aviator","The Greatest Showman","White / Caucasian",46,0,1,138
1,0,1,1,0,0,1,0,"Man",1,"Oppenheimer","Walk the Line","Rocketman","Ali","Patton","Hitchcock","The Doors","The Imitation Game","White / Caucasian",33,1,1,138
0,1,1,1,0,0,1,0,"Man",0,"Jobs","Oppenheimer","Patton","Tolkien","Chaplin","Hitchcock","J. Edgar","A Beautiful Day in the Neighborhood","White / Caucasian",53,1,1,138
1,0,1,1,0,0,1,0,"Man",1,"The Doors","Oppenheimer","Chaplin","Jobs","Hitchcock","42","Braveheart","Tolkien","White / Caucasian",59,1,1,138
0,1,1,1,1,0,0,1,"Man",0,"Rocketman","Nixon","The Imitation Game","LBJ","The Greatest Showman","Braveheart","Coco Before Chanel","42","White / Caucasian",32,1,1,138
1,1,1,0,0,0,1,1,"Man",3,"42","A Beautiful Day in the Neighborhood","Selma","Ali","Harriet","Oppenheimer","Jobs","On The Basis of Sex","White / Caucasian",42,1,1,138
0,1,1,1,0,0,0,1,"Woman",2,"Oppenheimer","42","Rocketman","Jobs","Coco Before Chanel","W. A Life Misunderstood","Ali","Chaplin","White / Caucasian",22,0,1,138
0,1,1,1,0,0,1,0,"Man",1,"The Aviator","Rocketman","Patton","Chappaquiddick","Ali","The Imitation Game","The Greatest Showman","A Beautiful Day in the Neighborhood","Black or African American",32,1,0,138
0,1,1,1,0,1,1,1,"Man",2,"Tolkien","Braveheart","Chaplin","42","The Doors","Hitchcock","Ali","Oppenheimer","White / Caucasian",44,1,1,138
1,1,0,1,0,0,0,1,"Man",0,"Nixon","A Beautiful Mind","The Imitation Game","Selma","Capote","Coco Before Chanel","The Founder","Patton","Asian / Pacific Islander",39,1,0,138
0,1,1,1,0,0,1,0,"Man",2,"A Beautiful Mind","42","The Imitation Game","Capote","On The Basis of Sex","Harriet","The Aviator","A Beautiful Day in the Neighborhood","White / Caucasian",46,1,1,138
0,1,1,1,1,0,0,1,"Man",0,"Walk the Line","Selma","A Beautiful Day in the Neighborhood","The Founder","Moneyball","A Beautiful Mind","W. A Life Misunderstood","42","White / Caucasian",44,1,1,138
1,1,0,1,0,0,0,1,"Man",2,"On The Basis of Sex","Harriet","Moneyball","Rocketman","42","Jobs","Coco Before Chanel","Selma","White / Caucasian",45,1,1,138
1,0,1,1,0,0,0,1,"Man",0,"Jobs","Chaplin","Tolkien","Rocketman","A Beautiful Day in the Neighborhood","On The Basis of Sex","Walk the Line","Selma","Hispanic / Latinx",38,1,0,138
0,1,1,1,1,0,1,1,"Woman",1,"Braveheart","Rocketman","42","Tolkien","Jobs","Walk the Line","Nixon","Harriet","White / Caucasian",36,0,1,138
0,1,1,1,0,1,0,0,"Woman",1,"Hitchcock","A Beautiful Mind","Oppenheimer","Jobs","42","The Imitation Game","Selma","The King's Speech","White / Caucasian",67,0,1,138
1,0,1,1,1,0,1,1,"Woman",0,"Capote","Walk the Line","The Doors","W. A Life Misunderstood","Coco Before Chanel","The Founder","Hitchcock","Harriet","White / Caucasian",39,0,1,138
0,1,1,1,0,1,1,1,"Woman",1,"Walk the Line","Tolkien","On The Basis of Sex","Ali","A Beautiful Mind","The Greatest Showman","Rocketman","Moneyball","White / Caucasian",57,0,1,138
1,0,1,1,0,0,0,0,"Woman",0,"The Founder","A Beautiful Day in the Neighborhood","On The Basis of Sex","Hitchcock","The Doors","Jobs","Braveheart","Coco Before Chanel","Hispanic / Latinx",33,0,0,138
0,1,1,1,0,0,1,0,"Woman",0,"The Founder","Coco Before Chanel","Hitchcock","On The Basis of Sex","Walk the Line","Tolkien","The Greatest Showman","A Beautiful Day in the Neighborhood","White / Caucasian",53,0,1,138
0,1,1,1,0,1,0,1,"Woman",2,"On The Basis of Sex","Walk the Line","Harriet","A Beautiful Day in the Neighborhood","Coco Before Chanel","Jobs","42","The Aviator","Asian / Pacific Islander",42,0,0,138
0,1,1,1,1,1,0,1,"Man",0,"The Founder","Hitchcock","Oppenheimer","Jobs","The Imitation Game","Walk the Line","J. Edgar","Ali","White / Caucasian",59,1,1,138
1,1,0,1,0,1,1,1,"Woman",1,"Rocketman","The Imitation Game","Oppenheimer","42","Braveheart","The Aviator","The King's Speech","Moneyball","Asian / Pacific Islander",28,0,0,138
1,1,0,1,0,0,0,1,"Woman",1,"Walk the Line","The Greatest Showman","Oppenheimer","Harriet","A Beautiful Day in the Neighborhood","Braveheart","Hitchcock","Selma","White / Caucasian",35,0,1,138
0,1,1,1,0,0,0,1,"Man",0,"The Imitation Game","Moneyball","Oppenheimer","Jobs","LBJ","W. A Life Misunderstood","Nixon","Patton","Asian / Pacific Islander",30,1,0,138
1,1,1,0,0,0,1,0,"Woman",2,"Rocketman","Oppenheimer","The Greatest Showman","42","Ali","The Founder","Walk the Line","Tolkien","White / Caucasian",21,0,1,138
1,0,1,1,0,0,1,1,"Woman",1,"Harriet","Hitchcock","A Beautiful Day in the Neighborhood","A Beautiful Mind","Braveheart","Tolkien","Coco Before Chanel","Jobs","White / Caucasian",54,0,1,138
1,0,1,1,0,0,0,1,"Man",1,"A Beautiful Day in the Neighborhood","Selma","On The Basis of Sex","Walk the Line","LBJ","Chappaquiddick","Harriet","Nixon","Black or African American",77,1,0,138
0,1,1,1,0,0,1,1,"Woman",0,"The Greatest Showman","Walk the Line","Capote","A Beautiful Day in the Neighborhood","Hitchcock","Rocketman","The Doors","J. Edgar","White / Caucasian",51,0,1,138
1,1,1,0,0,0,1,1,"Woman",0,"Chaplin","The Aviator","The King's Speech","The Founder","Selma","A Beautiful Day in the Neighborhood","Coco Before Chanel","Jobs","White / Caucasian",63,0,1,138
1,1,1,0,0,0,0,0,"Woman",1,"A Beautiful Day in the Neighborhood","A Beautiful Mind","The Greatest Showman","Braveheart","Rocketman","Ali","Oppenheimer","Coco Before Chanel","Asian / Pacific Islander",35,0,0,138
0,1,1,1,0,0,0,1,"Woman",3,"Jobs","Harriet","Ali","42","Selma","On The Basis of Sex","J. Edgar","Nixon","White / Caucasian",27,0,1,138
0,1,1,1,0,0,1,0,"Woman",3,"Ali","Capote","Chappaquiddick","Nixon","Harriet","42","Selma","Hitchcock","Black or African American",56,0,0,138
1,1,0,1,0,0,0,1,"Man",1,"Patton","Braveheart","The Imitation Game","The Founder","Oppenheimer","Ali","Jobs","The Doors","White / Caucasian",29,1,1,138
1,1,1,0,1,1,0,1,"Woman",1,"Chaplin","A Beautiful Day in the Neighborhood","The Greatest Showman","Harriet","Jobs","Selma","Braveheart","Ali","White / Caucasian",54,0,1,138
1,1,0,1,0,0,1,0,"Woman",0,"The Aviator","The King's Speech","The Imitation Game","Oppenheimer","On The Basis of Sex","Rocketman","J. Edgar","Chappaquiddick","Hispanic / Latinx",39,0,0,138
1,0,1,1,0,0,1,0,"Man",3,"Capote","42","Harriet","Selma","Ali","Chaplin","The Greatest Showman","The Founder","White / Caucasian",47,1,1,138
0,1,1,1,0,1,1,0,"Woman",2,"Oppenheimer","Tolkien","The Imitation Game","J. Edgar","Harriet","Hitchcock","42","The Greatest Showman","White / Caucasian",56,0,1,138
0,1,1,1,0,1,0,1,"Woman",3,"Rocketman","The Doors","Walk the Line","Harriet","42","Ali","Selma","The Aviator","White / Caucasian",34,0,1,138
1,1,1,0,0,0,0,0,"Man",1,"Chappaquiddick","Braveheart","A Beautiful Mind","The Aviator","Moneyball","The Founder","Harriet","Coco Before Chanel","White / Caucasian",34,1,1,138
1,1,0,1,1,0,0,1,"Woman",1,"A Beautiful Day in the Neighborhood","Oppenheimer","On The Basis of Sex","Selma","Harriet","Braveheart","The Greatest Showman","42","White / Caucasian",44,0,1,138
0,1,1,1,1,0,0,1,"Man",0,"Walk the Line","A Beautiful Day in the Neighborhood","Tolkien","The Founder","Oppenheimer","Patton","A Beautiful Mind","42","White / Caucasian",57,1,1,138
0,1,1,1,0,0,1,0,"Woman",2,"Tolkien","Capote","Harriet","The Founder","Hitchcock","Ali","Walk the Line","The Imitation Game","Black or African American",34,0,0,138
1,0,1,1,1,1,0,1,"Man",0,"Oppenheimer","Selma","J. Edgar","The Imitation Game","The Founder","Tolkien","Hitchcock","Ali","White / Caucasian",29,1,1,138
0,1,1,1,0,1,1,1,"Man",1,"Braveheart","Oppenheimer","42","Moneyball","Jobs","The Imitation Game","Walk the Line","Rocketman","White / Caucasian",67,1,1,138
1,0,1,1,1,1,0,1,"Woman",1,"The Founder","Tolkien","A Beautiful Day in the Neighborhood","Moneyball","Walk the Line","Rocketman","42","Ali","White / Caucasian",42,0,1,138
1,0,1,1,0,0,1,1,"Woman",0,"The Doors","Walk the Line","Rocketman","Chaplin","A Beautiful Day in the Neighborhood","Hitchcock","Coco Before Chanel","On The Basis of Sex","White / Caucasian",37,0,1,138
0,1,1,1,0,1,1,1,"Man",1,"Ali","Selma","Moneyball","A Beautiful Mind","Patton","The Aviator","The Founder","Rocketman","Black or African American",44,1,0,138
1,0,1,1,1,1,0,1,"Man",0,"The Founder","The Greatest Showman","Rocketman","Walk the Line","Braveheart","A Beautiful Mind","Moneyball","Ali","White / Caucasian",43,1,1,138
0,1,1,1,0,0,1,1,"Man",1,"Coco Before Chanel","Jobs","A Beautiful Day in the Neighborhood","Rocketman","Tolkien","The Greatest Showman","Ali","On The Basis of Sex","White / Caucasian",38,1,1,138
1,0,1,1,0,0,1,1,"Man",2,"The Founder","Harriet","Braveheart","A Beautiful Day in the Neighborhood","Selma","Jobs","Ali","On The Basis of Sex","White / Caucasian",44,1,1,138
0,1,1,1,0,0,0,0,"Woman",1,"Selma","Oppenheimer","Jobs","Ali","The Imitation Game","On The Basis of Sex","The Founder","Coco Before Chanel","White / Caucasian",33,0,1,138
