"treatment","men_pool","cond","pool","female_pick","base_gender","tech_pick","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","fair1_num","fair2_num","fair3_num","fairness","I1_num","I2_num","I3_num","I4_num","internal_motivation","E1_num","E2_num","E3_num","external_motivation","num_excluded_total"
0,1,"control","men",0,0,0,"Lloyd Blankfein (Former CEO of Goldman Sachs)","Bill Gates (Co-founder of Microsoft)","Michael Bloomberg (Co-founder of Bloomberg LP)","Mark Zuckerberg (Co-founder of Facebook)","Larry Page (Co-founder of Google)","Brian Moynihan (CEO of Bank of America)","Tim Cook (CEO of Apple)","White / Caucasian","Man",43,2,3,5,3.33333333333333,5,6,2,5,4.5,3,1,2,2,68
0,0,"control","women",1,3,0,"Melanie Perkins (Founder of Canva)","Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Sundar Pichai (CEO of Alphabet Inc.)","Mary Barra (CEO of General Motors)","Linda Yaccarino (CEO of X)","Kate Johnson (CEO of Lumen Technologies)","White / Caucasian","Woman",56,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,0,"control","women",0,5,0,"Oprah Winfrey (Founder of OWN)","Warren Buffett (CEO of Berkshire Hathaway)","Gail Boudreaux (CEO of Elevance Health)","Arianna Huffington (Founder of Thrive Global)","Kate Johnson (CEO of Lumen Technologies)","Michele Buck (CEO of Hershey)","Phil Knight (Co-founder of Nike)","White / Caucasian","Man",47,6,1,2,3,1,1,1,1,1,1,1,1,1,68
1,1,"treat","men",1,2,0,"Bill Gates (Co-founder of Microsoft)","Lisa Su (CEO of AMD)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Leah Busque (Founder of TaskRabbit)","Jeff Bezos (Founder of Amazon)","Whitney Wolfe Herd (Founder of Bumble)","White / Caucasian","Woman",38,5,5,6,5.33333333333333,6,6,5,5,5.5,6,5,5,5.33333333333333,68
1,0,"treat","women",1,3,0,"Melanie Perkins (Founder of Canva)","Michele Buck (CEO of Hershey)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Phil Knight (Co-founder of Nike)","Tim Cook (CEO of Apple)","Carol Tomé (CEO of UPS)","Black or African American","Woman",37,2,2,2,2,1,2,2,2,1.75,1,2,1,1.33333333333333,68
0,1,"control","men",0,2,0,"Larry Page (Co-founder of Google)","Mark Zuckerberg (Co-founder of Facebook)","Michael Bloomberg (Co-founder of Bloomberg LP)","Howard Schultz (Founder of Starbucks)","Whitney Wolfe Herd (Founder of Bumble)","Kendra Scott (Founder of Kendra Scott)","Jeff Bezos (Founder of Amazon)","Asian / Pacific Islander","Woman",45,4,1,5,3.33333333333333,5,6,7,5,5.75,5,1,6,4,68
1,0,"treat","women",1,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Daymond John (Founder of FUBU)","Gail Boudreaux (CEO of Elevance Health)","Mary Barra (CEO of General Motors)","Linda Yaccarino (CEO of X)","Jessica Alba (Founder of The Honest Company)","White / Caucasian","Man",25,5,4,5,4.66666666666667,4,5,6,5,5,4,4,4,4,68
0,1,"control","men",0,1,0,"Jamie Dimon (CEO of JPMorgan Chase)","Warren Buffett (CEO of Berkshire Hathaway)","Michael Bloomberg (Co-founder of Bloomberg LP)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Jane Fraser (CEO of Citigroup)","Brian Moynihan (CEO of Bank of America)","Tim Cook (CEO of Apple)","Black or African American","Man",44,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,1,"control","men",1,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Bill Gates (Co-founder of Microsoft)","Kendra Scott (Founder of Kendra Scott)","Satya Nadella (CEO of Microsoft)","Jane Fraser (CEO of Citigroup)","Andy Jassy (CEO of Amazon)","Lisa Su (CEO of AMD)","White / Caucasian","Woman",41,3,4,5,4,4,5,5,5,4.75,4,4,4,4,68
0,1,"control","men",1,0,0,"Bill Gates (Co-founder of Microsoft)","Mark Zuckerberg (Co-founder of Facebook)","Tim Cook (CEO of Apple)","Jeff Bezos (Founder of Amazon)","Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Man",44,7,6,5,6,7,6,7,6,6.5,7,6,5,6,68
0,1,"control","men",0,3,0,"Leah Busque (Founder of TaskRabbit)","Whitney Wolfe Herd (Founder of Bumble)","Daymond John (Founder of FUBU)","Kendra Scott (Founder of Kendra Scott)","Sundar Pichai (CEO of Alphabet Inc.)","Phil Knight (Co-founder of Nike)","Howard Schultz (Founder of Starbucks)","White / Caucasian","Woman",30,5,2,6,4.33333333333333,3,5,6,5,4.75,2,2,1,1.66666666666667,68
1,1,"treat","men",0,0,0,"Howard Schultz (Founder of Starbucks)","Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Satya Nadella (CEO of Microsoft)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","White / Caucasian","Woman",36,2,2,2,2,3,4,2,5,3.5,2,5,2,3,68
1,0,"treat","women",0,3,0,"Carol Tomé (CEO of UPS)","Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Jane Fraser (CEO of Citigroup)","Leah Busque (Founder of TaskRabbit)","Phil Knight (Co-founder of Nike)","White / Caucasian","Woman",52,5,6,6,5.66666666666667,5,5,6,5,5.25,5,5,4,4.66666666666667,68
1,1,"treat","men",0,1,0,"Tim Cook (CEO of Apple)","Mark Zuckerberg (Co-founder of Facebook)","Michael Bloomberg (Co-founder of Bloomberg LP)","Larry Page (Co-founder of Google)","Kendra Scott (Founder of Kendra Scott)","Jamie Dimon (CEO of JPMorgan Chase)","Howard Schultz (Founder of Starbucks)","White / Caucasian","Woman",48,2,2,2,2,2,4,2,2,2.5,2,2,2,2,68
1,1,"treat","men",1,0,0,"Bill Gates (Co-founder of Microsoft)","Mark Zuckerberg (Co-founder of Facebook)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Jeff Bezos (Founder of Amazon)","Phil Knight (Co-founder of Nike)","Whitney Wolfe Herd (Founder of Bumble)","White / Caucasian","Woman",26,6,7,6,6.33333333333333,5,7,7,7,6.5,5,7,5,5.66666666666667,68
1,0,"treat","women",1,6,0,"Arianna Huffington (Founder of Thrive Global)","Jessica Alba (Founder of The Honest Company)","Leah Busque (Founder of TaskRabbit)","Michele Buck (CEO of Hershey)","Kate Johnson (CEO of Lumen Technologies)","Mary Barra (CEO of General Motors)","Carol Tomé (CEO of UPS)","White / Caucasian","Woman",32,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,1,"control","men",0,0,0,"Jensen Huang (CEO of NVIDIA)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Jeff Bezos (Founder of Amazon)","Satya Nadella (CEO of Microsoft)","Sundar Pichai (CEO of Alphabet Inc.)","Daymond John (Founder of FUBU)","Black or African American","Woman",38,2,2,3,2.33333333333333,2,2,2,2,2,2,2,2,2,68
1,1,"treat","men",0,0,0,"Andy Jassy (CEO of Amazon)","Jeff Bezos (Founder of Amazon)","Mark Zuckerberg (Co-founder of Facebook)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Howard Schultz (Founder of Starbucks)","Richard Branson (Founder of Virgin Group)","White / Caucasian","Woman",50,1,1,1,1,1,1,2,2,1.5,1,1,1,1,68
1,0,"treat","women",1,6,0,"Whitney Wolfe Herd (Founder of Bumble)","Arianna Huffington (Founder of Thrive Global)","Jessica Alba (Founder of The Honest Company)","Mary Barra (CEO of General Motors)","Melanie Perkins (Founder of Canva)","Julia Hartz (Co-founder of EventBrite)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Woman",34,1,1,1,1,4,1,2,2,2.25,2,2,1,1.66666666666667,68
0,1,"control","men",0,2,0,"Kendra Scott (Founder of Kendra Scott)","Phil Knight (Co-founder of Nike)","Tim Cook (CEO of Apple)","Richard Branson (Founder of Virgin Group)","Daymond John (Founder of FUBU)","Whitney Wolfe Herd (Founder of Bumble)","Michael Bloomberg (Co-founder of Bloomberg LP)","American Indian or Alaskan Native","Man",22,6,6,5,5.66666666666667,5,6,5,3,4.75,3,6,6,5,68
0,0,"control","women",1,4,0,"Arianna Huffington (Founder of Thrive Global)","Larry Page (Co-founder of Google)","Kate Johnson (CEO of Lumen Technologies)","Oprah Winfrey (Founder of OWN)","Jessica Alba (Founder of The Honest Company)","Tim Cook (CEO of Apple)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Man",62,3,2,3,2.66666666666667,1,5,2,2,2.5,1,2,2,1.66666666666667,68
1,0,"treat","women",1,2,0,"Phil Knight (Co-founder of Nike)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Sara Blakely (Founder of Spanx)","Daymond John (Founder of FUBU)","Michele Buck (CEO of Hershey)","Melanie Perkins (Founder of Canva)","White / Caucasian","Woman",48,2,1,2,1.66666666666667,2,2,2,3,2.25,1,1,2,1.33333333333333,68
1,1,"treat","men",0,1,0,"Bill Gates (Co-founder of Microsoft)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Howard Schultz (Founder of Starbucks)","Michael Bloomberg (Co-founder of Bloomberg LP)","Jane Fraser (CEO of Citigroup)","Phil Knight (Co-founder of Nike)","White / Caucasian","Man",26,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,0,"treat","women",0,3,0,"Sundar Pichai (CEO of Alphabet Inc.)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Lisa Su (CEO of AMD)","Jane Fraser (CEO of Citigroup)","Linda Yaccarino (CEO of X)","Larry Page (Co-founder of Google)","White / Caucasian","Man",62,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,0,"treat","women",0,4,0,"Jane Fraser (CEO of Citigroup)","Melanie Perkins (Founder of Canva)","Leah Busque (Founder of TaskRabbit)","Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Jessica Alba (Founder of The Honest Company)","Larry Page (Co-founder of Google)","Black or African American","Man",34,4,4,4,4,4,4,3,4,3.75,4,4,4,4,68
0,0,"control","women",1,5,0,"Melanie Perkins (Founder of Canva)","Jessica Alba (Founder of The Honest Company)","Larry Page (Co-founder of Google)","Julia Hartz (Co-founder of EventBrite)","Jane Fraser (CEO of Citigroup)","Mary Barra (CEO of General Motors)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Woman",39,2,2,2,2,2,4,4,2,3,2,2,2,2,68
0,1,"control","men",0,0,0,"Bill Gates (Co-founder of Microsoft)","Michael Bloomberg (Co-founder of Bloomberg LP)","Warren Buffett (CEO of Berkshire Hathaway)","Sundar Pichai (CEO of Alphabet Inc.)","Jensen Huang (CEO of NVIDIA)","Jamie Dimon (CEO of JPMorgan Chase)","Satya Nadella (CEO of Microsoft)","White / Caucasian","Man",70,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,0,"control","women",1,6,0,"Whitney Wolfe Herd (Founder of Bumble)","Jane Fraser (CEO of Citigroup)","Julia Hartz (Co-founder of EventBrite)","Leah Busque (Founder of TaskRabbit)","Melanie Perkins (Founder of Canva)","Oprah Winfrey (Founder of OWN)","Sara Blakely (Founder of Spanx)","White / Caucasian","Woman",28,4,1,1,2,7,7,1,7,5.5,7,1,1,3,68
1,1,"treat","men",1,1,0,"Warren Buffett (CEO of Berkshire Hathaway)","Michael Bloomberg (Co-founder of Bloomberg LP)","Bill Gates (Co-founder of Microsoft)","Leah Busque (Founder of TaskRabbit)","Jamie Dimon (CEO of JPMorgan Chase)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","White / Caucasian","Man",33,1,4,1,2,4,4,1,4,3.25,1,4,1,2,68
0,0,"control","women",1,2,0,"Lisa Su (CEO of AMD)","Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Sundar Pichai (CEO of Alphabet Inc.)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Kate Johnson (CEO of Lumen Technologies)","Hispanic / Latinx","Man",33,1,1,1,1,1,4,2,2,2.25,1,1,1,1,68
1,1,"treat","men",1,0,0,"Andy Jassy (CEO of Amazon)","Jeff Bezos (Founder of Amazon)","Larry Page (Co-founder of Google)","Mark Zuckerberg (Co-founder of Facebook)","Richard Branson (Founder of Virgin Group)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Woman",66,5,6,5,5.33333333333333,4,4,4,4,4,6,6,6,6,68
1,1,"treat","men",1,1,0,"Bill Gates (Co-founder of Microsoft)","Michael Bloomberg (Co-founder of Bloomberg LP)","Sundar Pichai (CEO of Alphabet Inc.)","Jensen Huang (CEO of NVIDIA)","Mary Barra (CEO of General Motors)","Satya Nadella (CEO of Microsoft)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Man",24,2,2,3,2.33333333333333,2,3,2,2,2.25,3,2,2,2.33333333333333,68
0,1,"control","men",0,0,0,"Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Howard Schultz (Founder of Starbucks)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Mark Zuckerberg (Co-founder of Facebook)","Jamie Dimon (CEO of JPMorgan Chase)","White / Caucasian","Woman",57,2,2,2,2,2,2,2,2,2,2,2,1,1.66666666666667,68
0,0,"control","women",1,5,0,"Daymond John (Founder of FUBU)","Oprah Winfrey (Founder of OWN)","Jessica Alba (Founder of The Honest Company)","Carol Tomé (CEO of UPS)","Leah Busque (Founder of TaskRabbit)","Sara Blakely (Founder of Spanx)","Kate Johnson (CEO of Lumen Technologies)","Hispanic / Latinx","Man",33,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,0,"treat","women",1,3,0,"Sundar Pichai (CEO of Alphabet Inc.)","Larry Page (Co-founder of Google)","Phil Knight (Co-founder of Nike)","Whitney Wolfe Herd (Founder of Bumble)","Carol Tomé (CEO of UPS)","Melanie Perkins (Founder of Canva)","Linda Yaccarino (CEO of X)","White / Caucasian","Man",35,3,3,5,3.66666666666667,3,4,4,2,3.25,5,5,4,4.66666666666667,68
0,1,"control","men",1,5,0,"Jensen Huang (CEO of NVIDIA)","Whitney Wolfe Herd (Founder of Bumble)","Leah Busque (Founder of TaskRabbit)","Jane Fraser (CEO of Citigroup)","Lisa Su (CEO of AMD)","Kendra Scott (Founder of Kendra Scott)","Mary Barra (CEO of General Motors)","White / Caucasian","Woman",24,4,3,4,3.66666666666667,4,4,4,4,4,5,4,5,4.66666666666667,68
1,1,"treat","men",1,2,0,"Kendra Scott (Founder of Kendra Scott)","Mary Barra (CEO of General Motors)","Brian Moynihan (CEO of Bank of America)","Jensen Huang (CEO of NVIDIA)","Phil Knight (Co-founder of Nike)","Richard Branson (Founder of Virgin Group)","Lisa Su (CEO of AMD)","White / Caucasian","Woman",56,6,6,6,6,6,6,6,6,6,4,5,3,4,68
1,0,"treat","women",1,3,0,"Carol Tomé (CEO of UPS)","Larry Page (Co-founder of Google)","Oprah Winfrey (Founder of OWN)","Phil Knight (Co-founder of Nike)","Sara Blakely (Founder of Spanx)","Sundar Pichai (CEO of Alphabet Inc.)","Michele Buck (CEO of Hershey)","White / Caucasian","Man",42,4,1,4,3,2,4,4,4,3.5,1,2,2,1.66666666666667,68
0,0,"control","women",1,4,0,"Gail Boudreaux (CEO of Elevance Health)","Lisa Su (CEO of AMD)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Sara Blakely (Founder of Spanx)","Julia Hartz (Co-founder of EventBrite)","Kate Johnson (CEO of Lumen Technologies)","White / Caucasian","Man",48,4,1,1,2,4,4,1,1,2.5,1,1,1,1,68
0,0,"control","women",0,5,0,"Arianna Huffington (Founder of Thrive Global)","Gail Boudreaux (CEO of Elevance Health)","Kate Johnson (CEO of Lumen Technologies)","Michele Buck (CEO of Hershey)","Sundar Pichai (CEO of Alphabet Inc.)","Linda Yaccarino (CEO of X)","Larry Page (Co-founder of Google)","White / Caucasian","Woman",35,3,4,6,4.33333333333333,6,6,6,5,5.75,6,2,6,4.66666666666667,68
0,1,"control","men",1,2,0,"Bill Gates (Co-founder of Microsoft)","Howard Schultz (Founder of Starbucks)","Phil Knight (Co-founder of Nike)","Whitney Wolfe Herd (Founder of Bumble)","Larry Page (Co-founder of Google)","Leah Busque (Founder of TaskRabbit)","Lisa Su (CEO of AMD)","Asian / Pacific Islander","Woman",27,6,6,6,6,6,6,6,6,6,6,5,2,4.33333333333333,68
0,0,"control","women",0,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Carol Tomé (CEO of UPS)","Phil Knight (Co-founder of Nike)","Sundar Pichai (CEO of Alphabet Inc.)","Linda Yaccarino (CEO of X)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","White / Caucasian","Man",27,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,1,"control","men",0,1,0,"Jensen Huang (CEO of NVIDIA)","Jeff Bezos (Founder of Amazon)","Mary Barra (CEO of General Motors)","Jamie Dimon (CEO of JPMorgan Chase)","Richard Branson (Founder of Virgin Group)","Phil Knight (Co-founder of Nike)","Warren Buffett (CEO of Berkshire Hathaway)","White / Caucasian","Man",52,4,4,6,4.66666666666667,4,4,4,4,4,2,2,4,2.66666666666667,68
0,0,"control","women",1,4,0,"Phil Knight (Co-founder of Nike)","Jessica Alba (Founder of The Honest Company)","Whitney Wolfe Herd (Founder of Bumble)","Sundar Pichai (CEO of Alphabet Inc.)","Arianna Huffington (Founder of Thrive Global)","Carol Tomé (CEO of UPS)","Lisa Su (CEO of AMD)","White / Caucasian","Woman",28,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,0,"treat","women",0,3,0,"Larry Page (Co-founder of Google)","Whitney Wolfe Herd (Founder of Bumble)","Phil Knight (Co-founder of Nike)","Tim Cook (CEO of Apple)","Jane Fraser (CEO of Citigroup)","Michele Buck (CEO of Hershey)","Warren Buffett (CEO of Berkshire Hathaway)","White / Caucasian","Woman",53,4,4,6,4.66666666666667,2,4,6,6,4.5,2,6,3,3.66666666666667,68
1,1,"treat","men",0,2,0,"Bill Gates (Co-founder of Microsoft)","Daymond John (Founder of FUBU)","Michael Bloomberg (Co-founder of Bloomberg LP)","Kendra Scott (Founder of Kendra Scott)","Whitney Wolfe Herd (Founder of Bumble)","Satya Nadella (CEO of Microsoft)","Jensen Huang (CEO of NVIDIA)","White / Caucasian","Woman",49,5,5,5,5,5,5,5,5,5,5,5,5,5,68
1,1,"treat","men",1,1,0,"Bill Gates (Co-founder of Microsoft)","Warren Buffett (CEO of Berkshire Hathaway)","Michael Bloomberg (Co-founder of Bloomberg LP)","Brian Moynihan (CEO of Bank of America)","Jane Fraser (CEO of Citigroup)","Phil Knight (Co-founder of Nike)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Man",47,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,1,"treat","men",1,1,0,"Warren Buffett (CEO of Berkshire Hathaway)","Bill Gates (Co-founder of Microsoft)","Larry Page (Co-founder of Google)","Kendra Scott (Founder of Kendra Scott)","Phil Knight (Co-founder of Nike)","Michael Bloomberg (Co-founder of Bloomberg LP)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Woman",77,5,5,5,5,5,6,6,5,5.5,4,5,3,4,68
1,1,"treat","men",0,2,0,"Brian Moynihan (CEO of Bank of America)","Jane Fraser (CEO of Citigroup)","Leah Busque (Founder of TaskRabbit)","Mark Zuckerberg (Co-founder of Facebook)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Jensen Huang (CEO of NVIDIA)","Tim Cook (CEO of Apple)","White / Caucasian","Woman",40,5,5,5,5,3,3,3,3,3,3,3,3,3,68
0,1,"control","men",0,0,0,"Phil Knight (Co-founder of Nike)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Jeff Bezos (Founder of Amazon)","Tim Cook (CEO of Apple)","Bill Gates (Co-founder of Microsoft)","Jensen Huang (CEO of NVIDIA)","Black or African American","Man",53,1,1,7,3,1,1,1,1,1,1,1,1,1,68
0,1,"control","men",1,0,0,"Bill Gates (Co-founder of Microsoft)","Andy Jassy (CEO of Amazon)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Brian Moynihan (CEO of Bank of America)","Satya Nadella (CEO of Microsoft)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Woman",21,6,6,6,6,4,6,6,6,5.5,2,2,2,2,68
1,0,"treat","women",1,3,0,"Larry Page (Co-founder of Google)","Melanie Perkins (Founder of Canva)","Christine Leahy (CEO of CDW)","Lisa Su (CEO of AMD)","Sundar Pichai (CEO of Alphabet Inc.)","Warren Buffett (CEO of Berkshire Hathaway)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Man",77,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,1,"control","men",0,2,0,"Whitney Wolfe Herd (Founder of Bumble)","Phil Knight (Co-founder of Nike)","Jensen Huang (CEO of NVIDIA)","Kendra Scott (Founder of Kendra Scott)","Richard Branson (Founder of Virgin Group)","Daymond John (Founder of FUBU)","Jamie Dimon (CEO of JPMorgan Chase)","White / Caucasian","Woman",26,4,4,4,4,3,5,5,5,4.5,4,4,3,3.66666666666667,68
0,0,"control","women",1,5,0,"Sara Blakely (Founder of Spanx)","Melanie Perkins (Founder of Canva)","Julia Hartz (Co-founder of EventBrite)","Jessica Alba (Founder of The Honest Company)","Warren Buffett (CEO of Berkshire Hathaway)","Arianna Huffington (Founder of Thrive Global)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Woman",44,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,0,"treat","women",1,2,0,"Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Phil Knight (Co-founder of Nike)","Sundar Pichai (CEO of Alphabet Inc.)","Tim Cook (CEO of Apple)","Michele Buck (CEO of Hershey)","Carol Tomé (CEO of UPS)","Asian / Pacific Islander","Woman",30,1,2,2,1.66666666666667,1,1,2,1,1.25,4,2,2,2.66666666666667,68
1,0,"treat","women",1,4,0,"Larry Page (Co-founder of Google)","Sundar Pichai (CEO of Alphabet Inc.)","Melanie Perkins (Founder of Canva)","Kate Johnson (CEO of Lumen Technologies)","Linda Yaccarino (CEO of X)","Lisa Su (CEO of AMD)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Man",63,2,2,2,2,2,2,2,2,2,2,2,2,2,68
0,0,"control","women",1,4,0,"Warren Buffett (CEO of Berkshire Hathaway)","Arianna Huffington (Founder of Thrive Global)","Oprah Winfrey (Founder of OWN)","Tim Cook (CEO of Apple)","Mary Barra (CEO of General Motors)","Melanie Perkins (Founder of Canva)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Woman",68,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,0,"control","women",0,4,0,"Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Lisa Su (CEO of AMD)","Kate Johnson (CEO of Lumen Technologies)","Gail Boudreaux (CEO of Elevance Health)","Mary Barra (CEO of General Motors)","Daymond John (Founder of FUBU)","White / Caucasian","Man",40,4,3,4,3.66666666666667,4,3,3,3,3.25,3,3,4,3.33333333333333,68
1,0,"treat","women",1,2,0,"Larry Page (Co-founder of Google)","Kendra Scott (Founder of Kendra Scott)","Sundar Pichai (CEO of Alphabet Inc.)","Phil Knight (Co-founder of Nike)","Julia Hartz (Co-founder of EventBrite)","Tim Cook (CEO of Apple)","Christine Leahy (CEO of CDW)","Asian / Pacific Islander","Woman",26,6,7,6,6.33333333333333,3,5,6,6,5,5,6,5,5.33333333333333,68
1,1,"treat","men",0,0,0,"Sundar Pichai (CEO of Alphabet Inc.)","Jamie Dimon (CEO of JPMorgan Chase)","Larry Page (Co-founder of Google)","Daymond John (Founder of FUBU)","Tim Cook (CEO of Apple)","Jensen Huang (CEO of NVIDIA)","Warren Buffett (CEO of Berkshire Hathaway)","Hispanic / Latinx","Woman",37,2,2,2,2,4,2,2,2,2.5,2,2,2,2,68
0,0,"control","women",1,4,0,"Sundar Pichai (CEO of Alphabet Inc.)","Mary Barra (CEO of General Motors)","Oprah Winfrey (Founder of OWN)","Sara Blakely (Founder of Spanx)","Melanie Perkins (Founder of Canva)","Warren Buffett (CEO of Berkshire Hathaway)","Carol Tomé (CEO of UPS)","White / Caucasian","Woman",70,4,5,5,4.66666666666667,5,5,5,4,4.75,4,2,2,2.66666666666667,68
1,1,"treat","men",0,0,0,"Andy Jassy (CEO of Amazon)","Jamie Dimon (CEO of JPMorgan Chase)","Tim Cook (CEO of Apple)","Mark Zuckerberg (Co-founder of Facebook)","Jeff Bezos (Founder of Amazon)","Satya Nadella (CEO of Microsoft)","Lloyd Blankfein (Former CEO of Goldman Sachs)","White / Caucasian","Man",27,5,5,5,5,5,5,5,4,4.75,3,4,4,3.66666666666667,68
0,1,"control","men",1,1,0,"Warren Buffett (CEO of Berkshire Hathaway)","Sundar Pichai (CEO of Alphabet Inc.)","Phil Knight (Co-founder of Nike)","Kendra Scott (Founder of Kendra Scott)","Jensen Huang (CEO of NVIDIA)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Leah Busque (Founder of TaskRabbit)","Asian / Pacific Islander","Man",32,6,6,5,5.66666666666667,4,6,6,6,5.5,4,5,5,4.66666666666667,68
0,0,"control","women",0,4,0,"Warren Buffett (CEO of Berkshire Hathaway)","Sara Blakely (Founder of Spanx)","Daymond John (Founder of FUBU)","Jessica Alba (Founder of The Honest Company)","Arianna Huffington (Founder of Thrive Global)","Oprah Winfrey (Founder of OWN)","Tim Cook (CEO of Apple)","Black or African American","Woman",56,3,2,6,3.66666666666667,2,2,2,2,2,2,2,2,2,68
0,1,"control","men",0,2,0,"Daymond John (Founder of FUBU)","Whitney Wolfe Herd (Founder of Bumble)","Bill Gates (Co-founder of Microsoft)","Jensen Huang (CEO of NVIDIA)","Lisa Su (CEO of AMD)","Phil Knight (Co-founder of Nike)","Warren Buffett (CEO of Berkshire Hathaway)","Asian / Pacific Islander","Woman",35,4,3,6,4.33333333333333,4,2,5,3,3.5,3,2,3,2.66666666666667,68
1,0,"treat","women",0,5,0,"Lisa Su (CEO of AMD)","Gail Boudreaux (CEO of Elevance Health)","Larry Page (Co-founder of Google)","Carol Tomé (CEO of UPS)","Michele Buck (CEO of Hershey)","Sara Blakely (Founder of Spanx)","Tim Cook (CEO of Apple)","Asian / Pacific Islander","Woman",43,6,6,6,6,5,6,6,6,5.75,4,5,4,4.33333333333333,68
0,0,"control","women",0,2,0,"Phil Knight (Co-founder of Nike)","Sara Blakely (Founder of Spanx)","Gail Boudreaux (CEO of Elevance Health)","Larry Page (Co-founder of Google)","Sundar Pichai (CEO of Alphabet Inc.)","Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","White / Caucasian","Woman",60,6,6,6,6,6,6,6,6,6,5,5,5,5,68
1,0,"treat","women",1,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Sundar Pichai (CEO of Alphabet Inc.)","Tim Cook (CEO of Apple)","Lisa Su (CEO of AMD)","Phil Knight (Co-founder of Nike)","Michele Buck (CEO of Hershey)","Julia Hartz (Co-founder of EventBrite)","Asian / Pacific Islander","Man",36,7,7,7,7,4,7,4,4,4.75,7,4,7,6,68
